,dish washer,electric furnace,electric stove,washer dryer,main
0,1.0,29.0,5.0,0.0,172.709991455
1,0.0,28.0,5.0,1.0,171.490005493
2,0.0,27.0,5.0,1.0,172.5
3,0.0,27.0,5.0,1.0,168.970001221
4,2.0,27.0,5.0,1.0,180.670013428
5,0.0,27.0,5.0,1.0,179.210006714
6,0.0,27.0,5.0,0.0,178.760009766
7,0.0,28.0,5.0,0.0,178.519989014
8,0.0,28.0,5.0,1.0,180.25
9,0.0,30.0,5.0,0.0,176.479995728
10,0.0,27.0,5.0,1.0,179.320007324
11,0.0,27.0,5.0,1.0,179.320007324
12,0.0,27.0,5.0,1.0,179.320007324
13,1.0,27.0,5.0,1.0,178.759994507
14,0.0,29.0,5.0,0.0,179.86000061
15,0.0,29.0,5.0,1.0,179.630004883
16,0.0,30.0,5.0,0.0,181.179992676
17,0.0,28.0,5.0,1.0,179.399993896
18,0.0,28.0,5.0,1.0,179.050003052
19,0.0,27.0,5.0,0.0,179.210006714
20,0.0,28.0,5.0,1.0,178.839996338
21,0.0,27.0,5.0,0.0,196.300003052
22,0.0,27.0,5.0,0.0,178.239990234
23,0.0,27.0,5.0,0.0,176.630004883
24,0.0,29.0,5.0,0.0,180.119995117
25,0.0,28.0,5.0,0.0,180.38999939
26,1.0,27.0,5.0,0.0,178.809997559
27,0.0,27.0,5.0,0.0,177.540008545
28,0.0,27.0,5.0,0.0,177.690002441
29,0.0,27.0,5.0,0.0,177.690002441
30,0.0,27.0,5.0,0.0,177.690002441
31,0.0,27.0,5.0,0.0,178.580001831
32,0.0,27.0,5.0,1.0,177.420013428
33,0.0,28.0,5.0,0.0,177.660003662
34,0.0,28.0,5.0,0.0,180.739990234
35,0.0,28.0,5.0,1.0,177.960006714
36,0.0,27.0,5.0,0.0,177.790008545
37,0.0,27.0,5.0,1.0,178.010009766
38,1.0,27.0,5.0,1.0,177.270004272
39,0.0,30.0,5.0,1.0,177.550003052
40,0.0,28.0,5.0,1.0,178.119995117
41,0.0,27.0,5.0,1.0,176.850006104
42,0.0,29.0,5.0,0.0,177.599990845
43,0.0,29.0,5.0,1.0,178.940002441
44,1.0,27.0,5.0,1.0,179.480010986
45,0.0,27.0,5.0,1.0,178.899993896
46,0.0,27.0,5.0,0.0,179.009994507
47,0.0,27.0,5.0,0.0,179.009994507
48,0.0,27.0,5.0,0.0,179.009994507
49,0.0,27.0,5.0,0.0,178.489990234
50,0.0,31.0,5.0,0.0,177.970001221
51,0.0,27.0,5.0,0.0,177.739990234
