,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
0,77.0,1.0,5.0,115.0,2.0,0.0,0.0,249.940002441
1,74.0,1.0,5.0,116.0,2.0,0.0,0.0,250.429992676
2,75.0,1.0,5.0,115.0,2.0,0.0,0.0,249.359985352
3,76.0,1.0,5.0,115.0,2.0,0.0,0.0,249.130004883
4,75.0,1.0,5.0,117.0,2.0,0.0,0.0,248.869995117
5,75.0,1.0,5.0,115.0,2.0,0.0,0.0,248.880004883
6,75.0,1.0,5.0,115.0,2.0,0.0,0.0,248.679992676
7,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.190002441
8,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.690002441
9,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.059997559
10,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.199996948
11,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.050003052
12,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.270004272
13,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.330001831
14,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.330001831
15,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.36000061
16,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.210006714
17,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.210006714
18,74.0,1.0,5.0,0.0,2.0,0.0,0.0,129.540008545
19,77.0,1.0,5.0,0.0,2.0,0.0,0.0,129.059997559
20,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.570007324
21,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.580001831
22,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.440002441
23,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.350006104
24,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.5
25,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.580001831
26,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.069992065
27,75.0,1.0,5.0,0.0,2.0,0.0,0.0,129.300003052
28,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.059997559
29,74.0,1.0,5.0,0.0,2.0,0.0,0.0,127.709999084
30,82.0,1.0,5.0,0.0,2.0,0.0,0.0,127.880004883
31,87.0,1.0,5.0,0.0,2.0,0.0,0.0,143.429992676
32,81.0,1.0,5.0,1.0,2.0,0.0,0.0,136.600006104
33,81.0,1.0,5.0,1.0,2.0,0.0,0.0,136.600006104
34,80.0,1.0,5.0,0.0,2.0,0.0,0.0,136.050003052
35,82.0,1.0,5.0,0.0,2.0,0.0,0.0,137.009994507
36,80.0,1.0,5.0,1.0,2.0,0.0,0.0,136.169998169
37,80.0,1.0,5.0,0.0,2.0,0.0,0.0,136.649993896
38,80.0,1.0,5.0,0.0,2.0,0.0,0.0,136.13999939
39,81.0,1.0,5.0,0.0,2.0,0.0,0.0,136.850006104
40,81.0,1.0,5.0,0.0,2.0,0.0,0.0,136.470001221
41,82.0,1.0,5.0,0.0,2.0,0.0,0.0,138.339996338
42,81.0,1.0,5.0,0.0,2.0,0.0,0.0,137.820007324
43,81.0,1.0,5.0,1.0,2.0,0.0,0.0,137.720001221
44,83.0,1.0,5.0,0.0,2.0,0.0,0.0,138.949996948
45,76.0,1.0,5.0,1.0,2.0,0.0,0.0,138.869995117
46,80.0,1.0,5.0,0.0,2.0,0.0,0.0,137.279998779
47,76.0,1.0,5.0,0.0,2.0,0.0,0.0,137.699996948
48,76.0,1.0,5.0,0.0,2.0,0.0,0.0,130.010009766
49,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.699996948
50,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.699996948
51,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.190002441
52,79.0,1.0,5.0,0.0,2.0,0.0,0.0,128.039993286
53,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.429992676
54,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.5
55,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.559997559
56,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.619995117
57,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.510009766
58,77.0,1.0,5.0,0.0,2.0,0.0,0.0,129.809997559
59,76.0,1.0,5.0,0.0,2.0,0.0,0.0,130.010009766
60,76.0,1.0,5.0,0.0,2.0,0.0,0.0,129.729995728
61,77.0,1.0,5.0,0.0,2.0,0.0,0.0,130.240005493
62,76.0,1.0,5.0,0.0,2.0,0.0,0.0,130.300003052
63,77.0,1.0,5.0,0.0,2.0,0.0,0.0,130.069992065
64,77.0,1.0,5.0,0.0,2.0,0.0,0.0,129.800003052
65,75.0,1.0,5.0,0.0,2.0,0.0,0.0,129.649993896
66,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.800003052
67,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.800003052
68,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.800003052
69,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.830001831
70,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.759994507
71,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.959999084
72,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.380004883
73,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.270004272
74,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.619995117
75,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.069992065
76,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.100006104
77,74.0,1.0,5.0,0.0,2.0,0.0,0.0,127.720001221
78,75.0,1.0,5.0,0.0,2.0,0.0,0.0,127.75
79,76.0,1.0,5.0,1.0,2.0,0.0,0.0,127.979995728
80,77.0,1.0,5.0,1.0,2.0,0.0,0.0,129.059997559
81,73.0,1.0,5.0,0.0,2.0,0.0,0.0,128.449996948
82,76.0,1.0,5.0,0.0,2.0,0.0,0.0,127.740005493
83,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.63999939
84,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.169998169
85,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.169998169
86,74.0,1.0,5.0,0.0,2.0,0.0,0.0,127.919998169
87,74.0,1.0,5.0,0.0,2.0,0.0,0.0,129.539993286
88,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.419998169
89,77.0,1.0,5.0,0.0,2.0,0.0,0.0,128.350006104
90,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.38999939
91,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.759994507
92,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.190002441
93,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.669998169
94,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.449996948
95,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.010009766
96,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.180007935
97,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.290008545
98,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.519989014
99,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.690002441
100,74.0,1.0,5.0,0.0,2.0,0.0,0.0,129.25
101,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.400009155
102,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.400009155
103,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.400009155
104,74.0,1.0,5.0,0.0,2.0,0.0,0.0,128.239990234
105,75.0,1.0,5.0,0.0,2.0,0.0,0.0,129.059997559
106,75.0,1.0,5.0,1.0,2.0,0.0,0.0,127.660003662
107,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.479995728
108,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.009994507
109,76.0,1.0,5.0,0.0,2.0,0.0,0.0,128.330001831
110,75.0,1.0,5.0,0.0,2.0,0.0,0.0,128.029998779
111,73.0,1.0,5.0,0.0,2.0,0.0,0.0,128.36000061
112,76.0,1.0,5.0,1.0,2.0,0.0,0.0,128.259994507
113,85.0,1.0,5.0,0.0,2.0,0.0,0.0,142.730010986
114,90.0,1.0,5.0,1.0,2.0,0.0,0.0,150.170013428
115,86.0,1.0,5.0,0.0,2.0,0.0,0.0,143.929992676
116,94.0,1.0,5.0,0.0,2.0,0.0,0.0,148.519989014
117,88.0,1.0,5.0,0.0,2.0,0.0,0.0,148.63999939
118,94.0,1.0,5.0,1.0,2.0,0.0,0.0,141.419998169
119,86.0,1.0,5.0,1.0,2.0,0.0,0.0,140.479995728
120,86.0,1.0,5.0,1.0,2.0,0.0,0.0,140.479995728
121,86.0,1.0,5.0,1.0,2.0,0.0,0.0,140.479995728
