,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
0,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.820007324
1,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.069992065
2,75.0,1.0,5.0,0.0,2.0,0.0,0.0,145.820007324
3,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.690002441
4,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.149993896
5,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.25
6,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.86000061
7,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.979995728
8,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.979995728
9,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.440002441
10,72.0,0.0,5.0,0.0,2.0,0.0,0.0,145.779998779
11,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.75
12,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.770004272
13,73.0,1.0,5.0,1.0,2.0,0.0,0.0,145.300003052
14,72.0,1.0,5.0,1.0,2.0,0.0,0.0,145.320007324
15,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.86000061
16,72.0,0.0,5.0,0.0,2.0,0.0,0.0,144.580001831
17,75.0,1.0,5.0,0.0,2.0,0.0,0.0,144.769989014
18,75.0,1.0,5.0,0.0,2.0,0.0,0.0,144.619995117
19,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.369995117
20,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.660003662
21,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.050003052
22,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.570007324
23,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.130004883
24,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.649993896
25,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.649993896
26,73.0,1.0,5.0,0.0,2.0,0.0,0.0,144.649993896
27,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.580001831
28,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.11000061
29,73.0,0.0,5.0,0.0,2.0,0.0,0.0,145.5
30,75.0,1.0,5.0,0.0,2.0,0.0,0.0,145.880004883
31,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.350006104
32,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.210006714
33,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.180007935
34,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.419998169
35,75.0,1.0,5.0,1.0,2.0,0.0,0.0,145.589996338
36,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.679992676
37,73.0,1.0,5.0,0.0,2.0,0.0,0.0,147.410003662
38,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.789993286
39,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.339996338
40,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.669998169
41,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.25
42,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.979995728
43,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.979995728
44,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.979995728
45,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.600006104
46,75.0,0.0,5.0,0.0,2.0,0.0,0.0,145.580001831
47,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.0
48,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.570007324
49,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.460006714
50,74.0,0.0,5.0,0.0,2.0,0.0,0.0,145.770004272
51,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.210006714
52,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.679992676
53,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.199996948
54,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.13999939
55,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.570007324
56,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.449996948
57,72.0,1.0,5.0,0.0,2.0,0.0,0.0,145.940002441
58,74.0,1.0,5.0,0.0,2.0,0.0,0.0,144.970001221
59,74.0,1.0,5.0,0.0,2.0,0.0,0.0,144.839996338
60,76.0,1.0,5.0,0.0,2.0,0.0,0.0,145.519989014
61,76.0,1.0,5.0,0.0,2.0,0.0,0.0,145.519989014
62,76.0,1.0,5.0,0.0,2.0,0.0,0.0,145.519989014
63,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.479995728
64,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.270004272
65,72.0,1.0,5.0,0.0,2.0,0.0,0.0,145.820007324
66,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.589996338
67,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.61000061
68,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.38999939
69,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.0
70,72.0,0.0,5.0,0.0,2.0,0.0,0.0,145.339996338
71,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.850006104
72,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.649993896
73,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.169998169
74,75.0,1.0,5.0,0.0,2.0,0.0,0.0,146.25
75,75.0,1.0,5.0,0.0,2.0,0.0,0.0,145.820007324
76,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.759994507
77,71.0,1.0,5.0,0.0,2.0,0.0,0.0,146.320007324
78,74.0,1.0,5.0,1.0,2.0,0.0,0.0,146.300003052
79,74.0,1.0,5.0,1.0,2.0,0.0,0.0,146.300003052
80,74.0,1.0,5.0,1.0,2.0,0.0,0.0,146.300003052
81,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.270004272
82,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.279998779
83,74.0,1.0,5.0,0.0,2.0,0.0,0.0,146.490005493
84,73.0,1.0,5.0,0.0,2.0,0.0,0.0,145.660003662
85,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.880004883
86,75.0,1.0,5.0,0.0,2.0,0.0,0.0,146.199996948
87,72.0,1.0,5.0,0.0,2.0,0.0,0.0,146.570007324
88,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.209991455
89,75.0,1.0,5.0,1.0,2.0,0.0,0.0,145.75
90,73.0,0.0,5.0,0.0,2.0,0.0,0.0,145.899993896
91,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.679992676
92,72.0,1.0,5.0,0.0,2.0,0.0,0.0,146.119995117
93,73.0,1.0,5.0,0.0,2.0,0.0,0.0,147.190002441
94,72.0,1.0,5.0,0.0,2.0,0.0,0.0,146.910003662
95,71.0,1.0,5.0,0.0,2.0,0.0,0.0,146.199996948
96,77.0,1.0,5.0,0.0,2.0,0.0,0.0,146.279998779
97,77.0,1.0,5.0,0.0,2.0,0.0,0.0,146.279998779
98,77.0,1.0,5.0,0.0,2.0,0.0,0.0,146.279998779
99,75.0,0.0,5.0,0.0,2.0,0.0,0.0,146.980010986
100,81.0,1.0,5.0,0.0,2.0,0.0,0.0,146.309997559
101,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.559997559
102,75.0,1.0,5.0,0.0,2.0,0.0,0.0,146.220001221
103,73.0,1.0,5.0,0.0,2.0,0.0,0.0,146.410003662
104,74.0,1.0,5.0,0.0,2.0,0.0,0.0,145.819992065
105,74.0,0.0,5.0,0.0,2.0,0.0,0.0,145.839996338
106,75.0,1.0,5.0,0.0,2.0,0.0,0.0,145.850006104
107,75.0,1.0,5.0,0.0,2.0,0.0,0.0,145.660003662
108,73.0,1.0,5.0,1.0,2.0,0.0,0.0,145.209991455
109,66.0,1.0,5.0,0.0,2.0,0.0,0.0,138.700012207
