,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,7.0,4.0,0.0,133.419998169
1,0.0,0.0,0.0,6.0,4.0,0.0,133.5
2,0.0,0.0,0.0,7.0,4.0,0.0,134.169998169
3,0.0,0.0,0.0,7.0,4.0,0.0,133.350006104
4,0.0,0.0,0.0,7.0,4.0,0.0,132.740005493
5,0.0,0.0,0.0,7.0,4.0,0.0,133.330001831
6,0.0,0.0,0.0,6.0,4.0,0.0,137.690002441
7,0.0,0.0,0.0,7.0,4.0,0.0,135.979995728
8,0.0,0.0,0.0,7.0,4.0,0.0,136.649993896
9,0.0,0.0,0.0,7.0,4.0,0.0,136.410003662
10,0.0,0.0,0.0,6.0,4.0,0.0,139.160003662
11,0.0,0.0,0.0,7.0,4.0,0.0,134.11000061
12,0.0,0.0,0.0,7.0,4.0,0.0,133.230010986
13,0.0,0.0,0.0,7.0,4.0,0.0,133.850006104
14,0.0,0.0,0.0,6.0,4.0,0.0,133.630004883
15,0.0,0.0,0.0,7.0,4.0,0.0,134.25
16,0.0,0.0,0.0,7.0,4.0,0.0,133.899993896
17,0.0,0.0,0.0,7.0,4.0,0.0,133.899993896
18,0.0,0.0,0.0,7.0,4.0,0.0,133.899993896
19,0.0,0.0,0.0,7.0,4.0,0.0,133.75
20,0.0,0.0,0.0,7.0,4.0,0.0,134.309997559
21,0.0,0.0,0.0,7.0,4.0,0.0,134.009994507
22,0.0,0.0,0.0,7.0,4.0,0.0,136.570007324
23,0.0,0.0,0.0,7.0,4.0,0.0,136.779998779
24,0.0,0.0,0.0,7.0,4.0,0.0,136.989990234
25,0.0,0.0,0.0,7.0,4.0,0.0,138.119995117
26,0.0,0.0,0.0,7.0,4.0,0.0,138.770004272
27,0.0,0.0,0.0,7.0,4.0,0.0,136.049987793
28,0.0,0.0,0.0,7.0,4.0,0.0,136.830001831
29,0.0,0.0,0.0,7.0,4.0,0.0,138.509994507
30,0.0,0.0,0.0,7.0,4.0,0.0,137.149993896
31,0.0,0.0,0.0,7.0,4.0,0.0,136.589996338
32,0.0,0.0,0.0,6.0,4.0,0.0,139.160003662
