,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,45.0,4.0,0.0,283.209991455
1,0.0,0.0,0.0,6.0,4.0,0.0,250.699996948
2,0.0,0.0,0.0,6.0,4.0,0.0,250.699996948
3,0.0,0.0,0.0,6.0,4.0,0.0,250.699996948
4,0.0,0.0,0.0,6.0,4.0,0.0,249.779998779
5,0.0,0.0,0.0,6.0,4.0,0.0,249.5
6,0.0,0.0,0.0,6.0,4.0,0.0,249.410003662
7,0.0,0.0,0.0,6.0,4.0,0.0,250.619995117
8,0.0,0.0,0.0,6.0,4.0,0.0,251.279998779
9,0.0,0.0,0.0,6.0,4.0,0.0,251.450012207
10,0.0,0.0,0.0,6.0,4.0,0.0,249.300003052
11,0.0,0.0,0.0,6.0,4.0,0.0,251.079986572
12,0.0,0.0,0.0,6.0,4.0,0.0,251.080001831
13,0.0,0.0,0.0,6.0,4.0,0.0,251.209991455
14,0.0,0.0,0.0,6.0,4.0,0.0,252.440002441
15,0.0,0.0,0.0,6.0,4.0,0.0,252.009994507
16,0.0,0.0,0.0,6.0,4.0,0.0,252.519989014
17,0.0,0.0,0.0,6.0,4.0,0.0,251.669998169
18,0.0,0.0,0.0,6.0,4.0,0.0,251.570007324
19,0.0,0.0,0.0,6.0,4.0,0.0,251.180007935
20,0.0,0.0,0.0,6.0,4.0,0.0,251.180007935
21,0.0,0.0,0.0,6.0,4.0,0.0,252.760009766
22,0.0,0.0,0.0,6.0,4.0,0.0,252.029998779
23,0.0,0.0,0.0,6.0,4.0,0.0,250.049987793
24,0.0,0.0,0.0,6.0,4.0,0.0,250.589996338
25,0.0,0.0,0.0,6.0,4.0,0.0,251.010009766
26,0.0,0.0,0.0,6.0,4.0,0.0,250.980010986
27,0.0,0.0,0.0,6.0,4.0,0.0,250.899993896
28,0.0,0.0,0.0,6.0,4.0,0.0,251.690002441
29,0.0,0.0,0.0,6.0,4.0,0.0,250.899993896
30,0.0,0.0,0.0,6.0,4.0,0.0,250.869995117
31,0.0,0.0,0.0,6.0,4.0,0.0,250.809997559
32,0.0,0.0,0.0,6.0,4.0,0.0,254.899993896
33,0.0,0.0,0.0,6.0,4.0,0.0,250.320007324
34,0.0,0.0,0.0,6.0,4.0,0.0,250.519989014
35,0.0,0.0,0.0,6.0,4.0,0.0,254.009994507
36,0.0,0.0,0.0,6.0,4.0,0.0,252.629989624
37,0.0,0.0,0.0,6.0,4.0,0.0,252.629989624
38,0.0,0.0,0.0,6.0,4.0,0.0,252.629989624
39,0.0,0.0,0.0,6.0,4.0,0.0,250.589996338
40,0.0,0.0,0.0,6.0,4.0,0.0,254.350006104
41,0.0,0.0,0.0,6.0,4.0,0.0,253.600006104
42,0.0,0.0,0.0,6.0,4.0,0.0,251.109985352
43,0.0,0.0,0.0,6.0,4.0,0.0,250.779998779
44,0.0,0.0,0.0,6.0,4.0,0.0,253.010009766
45,0.0,0.0,0.0,6.0,4.0,0.0,250.990005493
46,0.0,0.0,0.0,6.0,4.0,0.0,250.170013428
47,0.0,0.0,0.0,6.0,4.0,0.0,254.050003052
48,0.0,0.0,0.0,6.0,4.0,0.0,255.510009766
49,0.0,0.0,0.0,6.0,4.0,0.0,249.75
50,0.0,0.0,0.0,6.0,4.0,0.0,250.490005493
51,0.0,0.0,0.0,6.0,4.0,0.0,256.08001709
52,0.0,0.0,0.0,6.0,4.0,0.0,250.13999939
53,0.0,0.0,0.0,6.0,4.0,0.0,251.190002441
54,0.0,0.0,0.0,6.0,4.0,0.0,247.959991455
55,0.0,0.0,0.0,6.0,4.0,0.0,247.959991455
56,0.0,0.0,0.0,6.0,4.0,0.0,247.959991455
57,0.0,0.0,0.0,6.0,4.0,0.0,248.649993896
58,0.0,0.0,0.0,6.0,4.0,0.0,248.25
59,0.0,0.0,0.0,6.0,4.0,0.0,246.190002441
60,0.0,0.0,0.0,6.0,4.0,0.0,247.019989014
61,0.0,0.0,0.0,6.0,4.0,0.0,247.130004883
62,0.0,0.0,0.0,6.0,4.0,0.0,247.339996338
63,0.0,0.0,0.0,6.0,4.0,0.0,247.699996948
64,0.0,0.0,0.0,6.0,4.0,0.0,247.940002441
65,0.0,0.0,0.0,6.0,4.0,0.0,247.549987793
66,0.0,0.0,0.0,6.0,4.0,0.0,247.220001221
67,0.0,0.0,0.0,6.0,4.0,0.0,247.800003052
68,0.0,0.0,0.0,6.0,4.0,0.0,245.600006104
69,0.0,0.0,0.0,6.0,4.0,0.0,246.209991455
70,0.0,0.0,0.0,6.0,4.0,0.0,246.670013428
71,0.0,0.0,0.0,6.0,4.0,0.0,247.730010986
72,0.0,0.0,0.0,6.0,4.0,0.0,245.989990234
73,0.0,0.0,0.0,6.0,4.0,0.0,245.989990234
74,0.0,0.0,0.0,6.0,4.0,0.0,245.989990234
75,0.0,0.0,0.0,6.0,4.0,0.0,245.910003662
76,0.0,0.0,0.0,6.0,4.0,0.0,245.919998169
77,0.0,0.0,0.0,6.0,4.0,0.0,245.989990234
78,0.0,0.0,0.0,6.0,4.0,0.0,248.479995728
79,0.0,0.0,0.0,6.0,4.0,0.0,247.619995117
80,0.0,0.0,0.0,6.0,4.0,0.0,245.880004883
81,0.0,0.0,0.0,7.0,4.0,0.0,245.729995728
82,0.0,0.0,0.0,6.0,4.0,0.0,245.799987793
83,0.0,0.0,0.0,6.0,4.0,0.0,246.369995117
84,0.0,0.0,0.0,6.0,4.0,0.0,246.88999939
85,0.0,0.0,0.0,6.0,4.0,0.0,248.449996948
86,0.0,0.0,0.0,6.0,4.0,0.0,246.320007324
87,0.0,0.0,0.0,6.0,4.0,0.0,245.690002441
88,0.0,0.0,0.0,6.0,4.0,0.0,245.980010986
89,0.0,0.0,0.0,6.0,4.0,0.0,246.160003662
90,0.0,0.0,0.0,6.0,4.0,0.0,246.160003662
91,0.0,0.0,0.0,6.0,4.0,0.0,246.160003662
92,0.0,0.0,0.0,6.0,4.0,0.0,248.720001221
93,0.0,0.0,0.0,6.0,4.0,0.0,246.730010986
94,0.0,0.0,0.0,6.0,4.0,0.0,245.429992676
95,0.0,0.0,0.0,6.0,4.0,0.0,245.479995728
96,0.0,0.0,0.0,6.0,4.0,0.0,246.61000061
97,0.0,0.0,0.0,6.0,4.0,0.0,245.179992676
98,0.0,0.0,0.0,6.0,4.0,0.0,246.010009766
99,0.0,0.0,0.0,6.0,4.0,0.0,247.520004272
100,0.0,0.0,0.0,6.0,4.0,0.0,246.679992676
101,0.0,0.0,0.0,6.0,4.0,0.0,245.88999939
102,0.0,0.0,0.0,6.0,4.0,0.0,245.550003052
103,0.0,0.0,0.0,6.0,4.0,0.0,248.990005493
104,0.0,0.0,0.0,6.0,4.0,0.0,245.989990234
