,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,6.0,4.0,0.0,165.759994507
1,0.0,0.0,0.0,6.0,4.0,0.0,165.309997559
2,0.0,0.0,0.0,6.0,4.0,0.0,159.520004272
3,0.0,0.0,0.0,6.0,4.0,0.0,158.119995117
4,0.0,0.0,0.0,7.0,4.0,0.0,163.809997559
5,0.0,0.0,0.0,6.0,4.0,0.0,164.63999939
6,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
7,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
8,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
9,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
10,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
11,0.0,0.0,0.0,6.0,4.0,0.0,159.88999939
12,0.0,0.0,0.0,6.0,4.0,0.0,157.86000061
13,0.0,0.0,0.0,6.0,4.0,0.0,157.86000061
14,0.0,0.0,0.0,6.0,4.0,0.0,157.86000061
15,0.0,0.0,0.0,6.0,4.0,0.0,157.86000061
16,0.0,0.0,0.0,7.0,4.0,0.0,158.989990234
17,0.0,0.0,0.0,6.0,4.0,0.0,159.070007324
18,0.0,0.0,0.0,7.0,4.0,0.0,166.429992676
19,0.0,0.0,0.0,6.0,4.0,0.0,159.619995117
20,0.0,0.0,0.0,7.0,4.0,0.0,159.800003052
21,0.0,0.0,0.0,6.0,4.0,0.0,157.679992676
22,0.0,0.0,0.0,7.0,4.0,0.0,159.309997559
23,0.0,0.0,0.0,7.0,4.0,0.0,159.900009155
24,0.0,0.0,0.0,7.0,4.0,0.0,158.559997559
25,0.0,0.0,0.0,6.0,4.0,0.0,158.449996948
26,0.0,0.0,0.0,7.0,4.0,0.0,162.720001221
27,0.0,0.0,0.0,6.0,4.0,0.0,161.199996948
28,0.0,0.0,0.0,6.0,4.0,0.0,166.619995117
29,0.0,0.0,0.0,7.0,4.0,0.0,159.399993896
30,0.0,0.0,0.0,7.0,4.0,0.0,159.399993896
31,0.0,0.0,0.0,7.0,4.0,0.0,159.399993896
32,0.0,0.0,0.0,6.0,4.0,0.0,159.089996338
33,0.0,0.0,0.0,7.0,4.0,0.0,158.899993896
34,0.0,0.0,0.0,6.0,4.0,0.0,159.100006104
35,0.0,0.0,0.0,7.0,4.0,0.0,160.020004272
36,0.0,0.0,0.0,7.0,4.0,0.0,159.010009766
37,0.0,0.0,0.0,7.0,4.0,0.0,159.289993286
38,0.0,0.0,0.0,6.0,4.0,0.0,158.490005493
39,0.0,0.0,0.0,7.0,4.0,0.0,158.580001831
40,0.0,0.0,0.0,6.0,4.0,0.0,159.040008545
41,0.0,0.0,0.0,6.0,4.0,0.0,158.380004883
42,0.0,0.0,0.0,6.0,4.0,0.0,159.839996338
43,0.0,0.0,0.0,7.0,4.0,0.0,164.270004272
44,0.0,0.0,0.0,6.0,4.0,0.0,164.5
45,0.0,0.0,0.0,7.0,4.0,0.0,161.350006104
46,0.0,0.0,0.0,7.0,4.0,0.0,165.270004272
47,0.0,0.0,0.0,7.0,4.0,0.0,165.190002441
48,0.0,0.0,0.0,7.0,4.0,0.0,165.190002441
49,0.0,0.0,0.0,7.0,4.0,0.0,165.190002441
50,0.0,0.0,0.0,7.0,4.0,0.0,165.270004272
51,0.0,0.0,0.0,6.0,4.0,0.0,159.190002441
52,0.0,0.0,0.0,7.0,4.0,0.0,159.25
53,0.0,0.0,0.0,6.0,4.0,0.0,159.820007324
54,0.0,0.0,0.0,7.0,4.0,0.0,158.830001831
55,0.0,0.0,0.0,7.0,4.0,0.0,159.520004272
56,0.0,0.0,0.0,6.0,4.0,0.0,159.029998779
57,0.0,0.0,0.0,6.0,4.0,0.0,159.679992676
58,0.0,0.0,0.0,6.0,4.0,0.0,158.800003052
59,0.0,0.0,0.0,7.0,4.0,0.0,160.929992676
60,0.0,0.0,0.0,6.0,4.0,0.0,158.789993286
61,0.0,0.0,0.0,6.0,4.0,0.0,158.940002441
62,0.0,0.0,0.0,7.0,4.0,0.0,157.759994507
63,0.0,0.0,0.0,7.0,4.0,0.0,159.720001221
64,0.0,0.0,0.0,6.0,4.0,0.0,158.450012207
65,0.0,0.0,0.0,6.0,4.0,0.0,158.600006104
66,0.0,0.0,0.0,6.0,4.0,0.0,158.600006104
67,0.0,0.0,0.0,6.0,4.0,0.0,158.600006104
68,0.0,0.0,0.0,7.0,4.0,0.0,158.869995117
69,0.0,0.0,0.0,6.0,4.0,0.0,158.050003052
70,0.0,0.0,0.0,6.0,4.0,0.0,158.229995728
71,0.0,0.0,0.0,6.0,4.0,0.0,159.029998779
72,0.0,0.0,0.0,6.0,4.0,0.0,162.300003052
73,0.0,0.0,0.0,7.0,4.0,0.0,158.399993896
74,0.0,0.0,0.0,6.0,4.0,0.0,160.429992676
75,0.0,0.0,0.0,7.0,4.0,0.0,163.830001831
76,0.0,0.0,0.0,6.0,4.0,0.0,163.380004883
77,0.0,0.0,0.0,7.0,4.0,0.0,159.330001831
78,0.0,0.0,0.0,6.0,4.0,0.0,162.239990234
79,0.0,0.0,0.0,6.0,4.0,0.0,163.950012207
80,0.0,0.0,0.0,7.0,4.0,0.0,160.449996948
81,0.0,0.0,0.0,6.0,4.0,0.0,162.059997559
82,0.0,0.0,0.0,7.0,4.0,0.0,164.739990234
83,0.0,0.0,0.0,7.0,4.0,0.0,164.739990234
84,0.0,0.0,0.0,7.0,4.0,0.0,164.739990234
85,0.0,0.0,0.0,6.0,4.0,0.0,160.070007324
86,0.0,0.0,0.0,6.0,4.0,0.0,161.919998169
87,0.0,0.0,0.0,7.0,4.0,0.0,163.919998169
88,0.0,0.0,0.0,7.0,4.0,0.0,161.75
89,0.0,0.0,0.0,6.0,4.0,0.0,164.209991455
90,0.0,0.0,0.0,6.0,4.0,0.0,161.880004883
91,0.0,0.0,0.0,6.0,4.0,0.0,162.160003662
92,0.0,0.0,0.0,7.0,4.0,0.0,164.229995728
93,0.0,0.0,0.0,7.0,4.0,0.0,163.789993286
