,dish washer,electric furnace,electric stove,washer dryer,main
0,1.0,29.0,5.0,1.0,166.490005493
1,1.0,30.0,5.0,1.0,167.399993896
2,1.0,28.0,5.0,0.0,166.990005493
3,0.0,31.0,5.0,1.0,167.960006714
4,1.0,30.0,5.0,0.0,165.740005493
5,1.0,28.0,5.0,1.0,169.239990234
6,1.0,28.0,5.0,1.0,167.480010986
7,0.0,28.0,5.0,1.0,168.129989624
8,1.0,28.0,5.0,0.0,167.290008545
9,0.0,30.0,5.0,1.0,166.710006714
10,1.0,29.0,5.0,1.0,169.949996948
11,2.0,28.0,5.0,0.0,167.5
12,2.0,28.0,5.0,1.0,166.88999939
13,0.0,29.0,5.0,1.0,168.5
14,1.0,30.0,5.0,1.0,168.170013428
15,0.0,29.0,5.0,1.0,167.61000061
16,0.0,28.0,5.0,1.0,168.550003052
17,0.0,28.0,5.0,1.0,168.550003052
18,0.0,28.0,5.0,1.0,168.550003052
19,0.0,32.0,5.0,1.0,167.399993896
20,1.0,29.0,5.0,1.0,168.679992676
21,1.0,30.0,5.0,1.0,168.760009766
22,0.0,29.0,5.0,1.0,168.669998169
23,0.0,29.0,5.0,1.0,168.350006104
24,1.0,28.0,5.0,0.0,166.669998169
25,1.0,29.0,5.0,1.0,169.38999939
26,0.0,29.0,5.0,1.0,167.850006104
27,0.0,30.0,5.0,0.0,168.169998169
28,1.0,28.0,5.0,1.0,169.460006714
29,0.0,30.0,5.0,1.0,169.350006104
30,1.0,28.0,5.0,1.0,170.869995117
31,1.0,33.0,5.0,1.0,171.529998779
32,1.0,30.0,5.0,1.0,169.380004883
33,1.0,30.0,5.0,1.0,170.960006714
34,2.0,33.0,5.0,1.0,168.199996948
35,2.0,33.0,5.0,1.0,168.199996948
36,2.0,33.0,5.0,1.0,168.199996948
37,0.0,30.0,5.0,1.0,168.229995728
38,0.0,33.0,5.0,0.0,171.630004883
39,1.0,33.0,5.0,1.0,169.949996948
40,2.0,30.0,5.0,1.0,170.220001221
41,1.0,29.0,5.0,1.0,167.650009155
42,1.0,31.0,5.0,1.0,173.299987793
43,1.0,32.0,5.0,1.0,171.679992676
44,0.0,30.0,5.0,1.0,168.25
45,1.0,28.0,5.0,1.0,172.75
46,1.0,30.0,5.0,1.0,170.220001221
47,1.0,29.0,5.0,1.0,170.330001831
48,1.0,31.0,5.0,1.0,171.439987183
49,1.0,33.0,5.0,1.0,171.160003662
50,0.0,31.0,5.0,1.0,172.310012817
51,1.0,30.0,5.0,1.0,168.149993896
52,1.0,30.0,5.0,1.0,168.980010986
53,1.0,30.0,5.0,1.0,168.980010986
54,1.0,30.0,5.0,1.0,168.980010986
55,1.0,32.0,5.0,1.0,171.970001221
56,1.0,29.0,5.0,1.0,168.430007935
57,0.0,30.0,5.0,1.0,166.509994507
58,0.0,28.0,5.0,1.0,166.899993896
59,1.0,31.0,5.0,1.0,169.350006104
60,1.0,28.0,5.0,1.0,168.449996948
61,1.0,29.0,5.0,1.0,168.450012207
62,4.0,28.0,5.0,1.0,167.63999939
63,4.0,30.0,5.0,1.0,168.529998779
64,2.0,28.0,5.0,0.0,167.720001221
65,2.0,28.0,5.0,1.0,168.699996948
66,2.0,30.0,5.0,1.0,169.210006714
67,2.0,29.0,5.0,1.0,168.550003052
68,1.0,31.0,5.0,1.0,167.180007935
69,1.0,31.0,5.0,1.0,168.710006714
70,2.0,30.0,5.0,0.0,168.059997559
71,2.0,30.0,5.0,0.0,168.059997559
72,0.0,28.0,5.0,1.0,168.510009766
73,0.0,30.0,5.0,1.0,167.430007935
74,1.0,28.0,5.0,0.0,168.589996338
75,1.0,30.0,5.0,1.0,168.759994507
76,1.0,32.0,5.0,1.0,167.910003662
77,1.0,29.0,5.0,1.0,168.300003052
78,1.0,30.0,5.0,0.0,170.020004272
79,1.0,29.0,5.0,1.0,167.899993896
80,1.0,28.0,5.0,1.0,168.269989014
81,2.0,31.0,5.0,1.0,170.040008545
82,0.0,28.0,5.0,1.0,167.279998779
83,0.0,28.0,5.0,1.0,168.760009766
84,3.0,29.0,5.0,1.0,167.830001831
85,0.0,29.0,5.0,1.0,167.460006714
86,1.0,29.0,5.0,1.0,168.879989624
87,1.0,29.0,5.0,1.0,170.179992676
88,2.0,28.0,5.0,1.0,167.080001831
89,2.0,28.0,5.0,1.0,167.080001831
90,2.0,28.0,5.0,1.0,167.080001831
91,0.0,28.0,5.0,0.0,168.149993896
92,1.0,28.0,5.0,1.0,169.470001221
93,1.0,32.0,5.0,1.0,167.779998779
94,2.0,28.0,5.0,1.0,169.070007324
95,0.0,29.0,5.0,0.0,167.649993896
96,0.0,29.0,5.0,1.0,168.589996338
97,1.0,28.0,5.0,1.0,168.460006714
98,0.0,30.0,5.0,1.0,169.059997559
99,1.0,28.0,5.0,1.0,167.580001831
100,1.0,31.0,5.0,0.0,167.470001221
101,1.0,28.0,5.0,0.0,175.270004272
102,1.0,34.0,5.0,1.0,173.75
103,2.0,28.0,5.0,0.0,167.820007324
104,1.0,31.0,5.0,1.0,172.769989014
105,0.0,30.0,5.0,1.0,167.11000061
106,2.0,28.0,5.0,1.0,166.539993286
107,2.0,28.0,5.0,1.0,166.539993286
108,2.0,28.0,5.0,1.0,166.539993286
109,0.0,30.0,5.0,1.0,171.080001831
110,0.0,29.0,5.0,1.0,168.550003052
111,1.0,29.0,5.0,1.0,168.690002441
112,1.0,28.0,5.0,0.0,166.019989014
113,1.0,31.0,5.0,1.0,169.779998779
114,1.0,29.0,5.0,1.0,170.570007324
115,0.0,31.0,5.0,1.0,169.020004272
116,1.0,31.0,5.0,1.0,169.959991455
117,1.0,28.0,5.0,1.0,167.160003662
118,0.0,28.0,5.0,0.0,171.179992676
119,1.0,30.0,5.0,0.0,171.460006714
120,1.0,29.0,5.0,1.0,168.319992065
121,2.0,31.0,5.0,1.0,168.630004883
122,0.0,31.0,5.0,1.0,168.760009766
123,1.0,32.0,4.0,1.0,168.960006714
124,1.0,32.0,4.0,1.0,168.960006714
125,1.0,32.0,4.0,1.0,168.960006714
126,2.0,28.0,5.0,1.0,170.319992065
127,0.0,28.0,5.0,1.0,169.869995117
128,1.0,30.0,5.0,1.0,168.949996948
129,1.0,29.0,5.0,1.0,167.729995728
130,1.0,28.0,5.0,1.0,169.230010986
131,2.0,28.0,5.0,1.0,167.649993896
132,1.0,29.0,5.0,1.0,167.660003662
133,0.0,31.0,5.0,1.0,167.309997559
134,0.0,29.0,5.0,1.0,166.210006714
135,0.0,28.0,5.0,1.0,168.5
136,1.0,29.0,5.0,0.0,169.789993286
137,0.0,31.0,5.0,1.0,169.109985352
138,1.0,29.0,5.0,1.0,168.419998169
139,1.0,28.0,5.0,1.0,168.910003662
140,2.0,28.0,5.0,1.0,168.119995117
141,1.0,28.0,5.0,1.0,168.429992676
142,1.0,28.0,5.0,1.0,166.940002441
143,1.0,28.0,5.0,1.0,166.940002441
144,1.0,28.0,5.0,1.0,166.940002441
145,2.0,29.0,5.0,1.0,166.669998169
146,0.0,30.0,5.0,1.0,167.179992676
147,1.0,28.0,5.0,1.0,168.010009766
148,1.0,29.0,5.0,1.0,168.669998169
149,0.0,28.0,5.0,1.0,168.350006104
150,0.0,28.0,5.0,1.0,167.820007324
151,3.0,29.0,5.0,1.0,168.799987793
152,1.0,29.0,5.0,1.0,167.580001831
153,2.0,28.0,5.0,1.0,167.11000061
154,2.0,30.0,5.0,1.0,167.790008545
155,3.0,30.0,5.0,0.0,168.570007324
156,3.0,28.0,5.0,1.0,167.700012207
157,0.0,32.0,5.0,1.0,169.230010986
158,2.0,28.0,5.0,1.0,168.190002441
159,3.0,30.0,5.0,1.0,167.800003052
160,3.0,30.0,5.0,1.0,167.800003052
161,3.0,30.0,5.0,1.0,167.800003052
162,1.0,32.0,5.0,1.0,168.419998169
163,1.0,28.0,5.0,0.0,165.970001221
164,2.0,27.0,5.0,1.0,168.070007324
165,1.0,28.0,5.0,1.0,168.180007935
166,1.0,28.0,5.0,1.0,168.089996338
167,1.0,30.0,5.0,1.0,167.779998779
168,0.0,30.0,5.0,1.0,166.929992676
169,2.0,28.0,5.0,1.0,167.020004272
170,1.0,28.0,5.0,1.0,166.36000061
171,1.0,28.0,5.0,1.0,167.480010986
172,1.0,34.0,5.0,1.0,168.010009766
173,1.0,28.0,5.0,1.0,171.25
174,1.0,32.0,5.0,0.0,167.229995728
175,1.0,30.0,5.0,0.0,170.489990234
176,0.0,28.0,5.0,1.0,174.720001221
177,1.0,31.0,5.0,1.0,176.829986572
178,1.0,29.0,5.0,1.0,164.550003052
179,1.0,29.0,5.0,1.0,164.550003052
180,1.0,28.0,5.0,1.0,166.070007324
181,1.0,33.0,5.0,0.0,173.11000061
182,1.0,28.0,5.0,1.0,162.869995117
183,0.0,28.0,5.0,1.0,168.869995117
184,1.0,28.0,5.0,1.0,166.61000061
185,1.0,30.0,5.0,1.0,163.179992676
186,1.0,28.0,5.0,1.0,168.279998779
187,1.0,28.0,5.0,1.0,164.700012207
188,1.0,29.0,4.0,1.0,160.920013428
189,1.0,31.0,5.0,1.0,164.190002441
190,1.0,30.0,5.0,1.0,162.929992676
191,1.0,28.0,5.0,1.0,161.070007324
192,1.0,33.0,5.0,1.0,165.559997559
193,0.0,31.0,5.0,1.0,164.410003662
194,1.0,28.0,5.0,0.0,160.910003662
195,1.0,32.0,5.0,1.0,165.740005493
196,1.0,32.0,5.0,1.0,165.740005493
197,1.0,30.0,5.0,1.0,162.36000061
198,1.0,30.0,5.0,0.0,161.410003662
199,1.0,28.0,5.0,0.0,161.840011597
200,1.0,29.0,5.0,1.0,160.880004883
201,1.0,30.0,5.0,1.0,161.669998169
202,1.0,29.0,5.0,1.0,161.0
203,1.0,31.0,5.0,1.0,163.620010376
204,0.0,30.0,5.0,1.0,171.549987793
205,0.0,33.0,5.0,1.0,161.080001831
206,1.0,28.0,5.0,1.0,161.340011597
207,1.0,30.0,5.0,1.0,162.330001831
208,1.0,29.0,5.0,1.0,160.279998779
209,1.0,28.0,5.0,0.0,160.660003662
210,1.0,28.0,5.0,1.0,161.270004272
211,1.0,29.0,5.0,1.0,161.320007324
212,1.0,28.0,5.0,1.0,161.300003052
213,1.0,28.0,5.0,1.0,161.300003052
214,1.0,29.0,5.0,1.0,161.239990234
215,0.0,28.0,5.0,1.0,162.0
216,1.0,28.0,5.0,1.0,160.880004883
217,1.0,28.0,5.0,1.0,161.350006104
218,2.0,28.0,5.0,1.0,161.940002441
219,2.0,30.0,5.0,1.0,160.239990234
220,1.0,28.0,5.0,1.0,160.86000061
221,9.0,29.0,5.0,1.0,160.309997559
222,0.0,28.0,5.0,1.0,288.859985352
223,0.0,28.0,5.0,1.0,300.190002441
224,0.0,28.0,5.0,1.0,305.279998779
225,0.0,29.0,5.0,1.0,311.899993896
226,0.0,31.0,5.0,1.0,314.010009766
227,0.0,31.0,5.0,1.0,314.309997559
228,0.0,30.0,5.0,1.0,310.720001221
229,0.0,29.0,5.0,1.0,310.41998291
230,0.0,29.0,5.0,1.0,310.41998291
231,0.0,29.0,5.0,1.0,310.41998291
232,0.0,28.0,5.0,1.0,310.049987793
233,0.0,28.0,5.0,1.0,309.839996338
234,0.0,29.0,5.0,1.0,308.880004883
235,0.0,28.0,5.0,0.0,307.599975586
236,0.0,30.0,5.0,1.0,308.720001221
237,0.0,33.0,5.0,0.0,306.399993896
238,0.0,29.0,5.0,1.0,307.269989014
239,0.0,28.0,5.0,1.0,307.470001221
240,0.0,28.0,5.0,1.0,304.160003662
241,0.0,32.0,5.0,1.0,302.989990234
242,1.0,31.0,5.0,1.0,308.739990234
243,0.0,32.0,5.0,1.0,304.640014648
244,0.0,28.0,5.0,1.0,301.950012207
245,0.0,35.0,5.0,1.0,303.779998779
246,0.0,33.0,5.0,1.0,302.209991455
247,0.0,31.0,5.0,1.0,296.369995117
248,0.0,31.0,5.0,1.0,296.369995117
249,0.0,32.0,5.0,1.0,299.08001709
250,0.0,30.0,5.0,1.0,312.440002441
251,0.0,29.0,5.0,1.0,284.410003662
252,1.0,31.0,5.0,1.0,289.349975586
253,0.0,28.0,5.0,1.0,285.0
254,0.0,29.0,5.0,1.0,284.140014648
255,0.0,30.0,5.0,1.0,288.25
256,0.0,28.0,5.0,1.0,280.829986572
257,0.0,31.0,5.0,1.0,280.679992676
258,0.0,32.0,5.0,1.0,286.08001709
259,0.0,29.0,5.0,1.0,283.210021973
260,0.0,28.0,5.0,0.0,283.100006104
261,0.0,31.0,5.0,1.0,281.230010986
262,0.0,33.0,5.0,1.0,283.369995117
263,0.0,28.0,5.0,1.0,286.289978027
264,0.0,32.0,5.0,1.0,284.960021973
265,0.0,32.0,5.0,1.0,284.960021973
266,0.0,32.0,5.0,1.0,284.960021973
267,0.0,31.0,5.0,1.0,281.25
268,0.0,30.0,5.0,1.0,311.809997559
269,0.0,29.0,5.0,1.0,312.850006104
270,0.0,29.0,5.0,1.0,311.41998291
271,0.0,28.0,5.0,0.0,311.429992676
272,0.0,29.0,5.0,1.0,328.630004883
273,0.0,29.0,5.0,0.0,361.820007324
274,0.0,31.0,5.0,1.0,362.010009766
275,0.0,29.0,5.0,1.0,363.08001709
276,0.0,29.0,5.0,0.0,363.83001709
277,0.0,31.0,5.0,1.0,362.459991455
278,0.0,28.0,5.0,1.0,363.260009766
279,0.0,29.0,5.0,1.0,364.839996338
280,0.0,28.0,5.0,1.0,362.440002441
281,0.0,28.0,5.0,1.0,371.470001221
282,0.0,28.0,5.0,1.0,372.950012207
283,0.0,28.0,5.0,1.0,372.950012207
284,0.0,28.0,5.0,1.0,371.820007324
285,0.0,32.0,5.0,1.0,370.630004883
286,0.0,30.0,5.0,1.0,371.950012207
287,0.0,29.0,5.0,1.0,370.890014648
288,0.0,30.0,5.0,1.0,369.929992676
289,0.0,31.0,5.0,1.0,371.040008545
290,0.0,29.0,5.0,1.0,369.720001221
291,0.0,28.0,5.0,0.0,367.0
292,0.0,28.0,5.0,1.0,370.029998779
293,0.0,28.0,5.0,0.0,370.109985352
294,0.0,29.0,5.0,1.0,368.200012207
295,0.0,30.0,5.0,1.0,367.5
296,0.0,29.0,5.0,1.0,368.08001709
297,0.0,28.0,5.0,1.0,368.200012207
298,0.0,28.0,5.0,0.0,368.239990234
299,0.0,28.0,5.0,1.0,368.200012207
300,0.0,28.0,5.0,1.0,368.200012207
301,0.0,28.0,5.0,1.0,368.200012207
302,0.0,29.0,5.0,1.0,370.070007324
303,0.0,29.0,5.0,1.0,368.720001221
304,0.0,30.0,5.0,1.0,369.109985352
305,0.0,29.0,5.0,1.0,368.130004883
306,0.0,28.0,5.0,1.0,367.869995117
307,0.0,28.0,5.0,1.0,367.899993896
308,0.0,29.0,5.0,1.0,366.770019531
309,0.0,29.0,5.0,1.0,368.269989014
310,0.0,30.0,5.0,1.0,367.020019531
311,0.0,32.0,5.0,1.0,369.190002441
312,0.0,30.0,5.0,1.0,368.58001709
313,0.0,31.0,5.0,1.0,369.109985352
314,0.0,31.0,5.0,1.0,367.320007324
315,0.0,29.0,5.0,1.0,366.33001709
316,0.0,31.0,4.0,1.0,399.409973145
317,0.0,31.0,4.0,1.0,399.409973145
318,0.0,31.0,4.0,1.0,399.409973145
319,0.0,32.0,5.0,1.0,394.239990234
320,0.0,29.0,5.0,1.0,393.640014648
321,0.0,31.0,5.0,1.0,367.010009766
322,0.0,31.0,5.0,1.0,363.660003662
323,0.0,29.0,5.0,1.0,366.58001709
324,0.0,33.0,5.0,1.0,370.279998779
325,0.0,28.0,5.0,1.0,367.91998291
326,0.0,32.0,5.0,1.0,369.350006104
327,0.0,33.0,5.0,1.0,368.549987793
328,0.0,29.0,5.0,1.0,368.799987793
329,0.0,30.0,5.0,1.0,371.950012207
330,0.0,32.0,5.0,1.0,369.83001709
331,0.0,28.0,5.0,1.0,371.470001221
332,0.0,30.0,5.0,1.0,372.709991455
333,0.0,31.0,5.0,0.0,366.659973145
334,0.0,29.0,5.0,1.0,360.910003662
335,0.0,29.0,5.0,1.0,360.910003662
336,0.0,29.0,5.0,1.0,360.910003662
337,0.0,32.0,5.0,1.0,370.640014648
338,0.0,34.0,5.0,1.0,370.520019531
339,0.0,33.0,5.0,0.0,365.369995117
340,0.0,28.0,5.0,1.0,365.160003662
341,0.0,30.0,5.0,1.0,365.190002441
342,0.0,29.0,5.0,1.0,366.460021973
343,0.0,29.0,5.0,1.0,363.980010986
344,0.0,29.0,5.0,0.0,363.229980469
345,0.0,28.0,5.0,1.0,364.33001709
346,0.0,28.0,5.0,1.0,366.600006104
347,0.0,28.0,5.0,1.0,364.950012207
348,0.0,28.0,5.0,1.0,364.380004883
349,0.0,28.0,5.0,1.0,364.770019531
350,0.0,28.0,5.0,1.0,364.619995117
351,0.0,28.0,5.0,1.0,363.570007324
352,0.0,30.0,5.0,1.0,364.609985352
353,0.0,30.0,5.0,1.0,365.619995117
354,0.0,30.0,5.0,1.0,365.619995117
355,0.0,34.0,5.0,1.0,365.140014648
356,0.0,28.0,5.0,1.0,364.58001709
357,0.0,28.0,5.0,1.0,363.299987793
358,0.0,28.0,5.0,1.0,363.510009766
359,0.0,30.0,5.0,1.0,364.470001221
360,0.0,30.0,5.0,1.0,363.229980469
361,0.0,28.0,5.0,1.0,363.470001221
362,0.0,29.0,5.0,1.0,364.0
363,0.0,28.0,5.0,1.0,364.809997559
364,0.0,28.0,5.0,1.0,362.929992676
365,0.0,28.0,5.0,1.0,362.950012207
366,0.0,28.0,5.0,1.0,361.459991455
367,0.0,29.0,5.0,1.0,363.849975586
368,0.0,28.0,5.0,1.0,362.5
369,0.0,29.0,5.0,1.0,361.950012207
370,0.0,30.0,5.0,1.0,361.470001221
371,0.0,30.0,5.0,1.0,361.470001221
372,0.0,28.0,5.0,1.0,361.910003662
373,0.0,30.0,5.0,1.0,361.729980469
374,0.0,28.0,5.0,1.0,361.5
375,0.0,28.0,5.0,1.0,361.039978027
376,0.0,28.0,5.0,1.0,360.130004883
377,0.0,28.0,5.0,1.0,363.059997559
378,0.0,29.0,5.0,1.0,365.390014648
379,0.0,28.0,5.0,1.0,361.070007324
380,0.0,28.0,5.0,1.0,362.989990234
