,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,198.0,4.0,0.0,370.869995117
1,0.0,0.0,0.0,199.0,4.0,0.0,368.490020752
2,0.0,0.0,0.0,196.0,4.0,0.0,369.319976807
3,0.0,0.0,0.0,197.0,4.0,0.0,369.619995117
4,0.0,0.0,0.0,199.0,4.0,0.0,368.5
5,1.0,0.0,0.0,199.0,4.0,0.0,367.549987793
6,0.0,0.0,0.0,197.0,4.0,0.0,369.149993896
7,0.0,0.0,0.0,195.0,4.0,0.0,369.400024414
8,0.0,0.0,0.0,197.0,4.0,0.0,368.110015869
9,0.0,0.0,0.0,198.0,4.0,0.0,367.929992676
10,0.0,0.0,0.0,199.0,4.0,0.0,368.58001709
11,0.0,0.0,0.0,196.0,4.0,0.0,367.979980469
12,0.0,0.0,0.0,195.0,4.0,0.0,369.890014648
13,0.0,0.0,0.0,195.0,4.0,0.0,368.510009766
14,0.0,0.0,0.0,197.0,4.0,0.0,371.209991455
15,0.0,0.0,0.0,198.0,4.0,0.0,370.839996338
16,0.0,0.0,0.0,198.0,4.0,0.0,370.839996338
17,0.0,0.0,0.0,198.0,4.0,0.0,370.839996338
18,0.0,0.0,0.0,196.0,4.0,0.0,369.149993896
19,0.0,0.0,0.0,195.0,4.0,0.0,371.179992676
20,0.0,0.0,0.0,195.0,4.0,0.0,372.75
21,0.0,0.0,0.0,197.0,4.0,0.0,371.809997559
22,0.0,0.0,0.0,198.0,4.0,0.0,368.670013428
23,0.0,0.0,0.0,197.0,4.0,0.0,369.970001221
24,0.0,0.0,0.0,195.0,4.0,0.0,371.770019531
25,0.0,0.0,0.0,197.0,4.0,0.0,370.410003662
26,0.0,0.0,0.0,198.0,4.0,0.0,367.619995117
27,0.0,0.0,0.0,196.0,4.0,0.0,368.5
28,0.0,0.0,0.0,194.0,4.0,0.0,366.739990234
29,0.0,0.0,0.0,193.0,4.0,0.0,366.930023193
30,0.0,0.0,0.0,196.0,4.0,0.0,366.620025635
31,0.0,0.0,0.0,197.0,4.0,0.0,366.899993896
32,1.0,0.0,0.0,197.0,4.0,0.0,365.970001221
33,1.0,0.0,0.0,194.0,4.0,0.0,365.920013428
34,1.0,0.0,0.0,194.0,4.0,0.0,365.920013428
35,0.0,0.0,0.0,193.0,4.0,0.0,366.299987793
36,0.0,0.0,0.0,193.0,4.0,0.0,366.450012207
37,0.0,0.0,0.0,196.0,4.0,0.0,366.299987793
38,0.0,0.0,0.0,197.0,4.0,0.0,365.890014648
39,0.0,0.0,0.0,196.0,4.0,0.0,366.350006104
40,0.0,0.0,0.0,195.0,4.0,0.0,366.369995117
41,0.0,0.0,0.0,193.0,4.0,0.0,364.579986572
42,0.0,0.0,0.0,195.0,4.0,0.0,364.709991455
43,0.0,0.0,0.0,194.0,4.0,0.0,365.959991455
44,0.0,0.0,0.0,195.0,4.0,0.0,365.839996338
