,dish washer,electric furnace,electric stove,washer dryer,main
0,0.0,28.0,5.0,1.0,416.200012207
1,0.0,28.0,5.0,1.0,453.510009766
2,0.0,28.0,5.0,1.0,453.510009766
3,0.0,30.0,5.0,1.0,443.0
4,0.0,30.0,5.0,1.0,443.010009766
5,0.0,28.0,5.0,1.0,419.589996338
6,1.0,28.0,5.0,1.0,416.059997559
7,1.0,28.0,5.0,1.0,412.779998779
8,0.0,28.0,5.0,1.0,445.0
9,0.0,28.0,5.0,1.0,445.0
10,0.0,28.0,5.0,1.0,445.0
11,1.0,28.0,5.0,1.0,451.619995117
12,0.0,28.0,5.0,1.0,484.559997559
13,0.0,27.0,5.0,1.0,462.570007324
14,0.0,28.0,5.0,1.0,467.929992676
15,0.0,28.0,5.0,1.0,480.83001709
16,0.0,28.0,5.0,1.0,486.409973145
17,0.0,28.0,5.0,1.0,489.570007324
18,0.0,30.0,5.0,1.0,494.590026855
19,0.0,28.0,5.0,1.0,498.019989014
20,0.0,31.0,5.0,1.0,511.450012207
21,0.0,29.0,5.0,1.0,507.479980469
22,0.0,27.0,5.0,1.0,507.309997559
23,0.0,29.0,5.0,1.0,504.200012207
24,1.0,28.0,5.0,1.0,500.950012207
25,0.0,28.0,5.0,1.0,505.700012207
26,0.0,28.0,5.0,1.0,501.119995117
27,0.0,28.0,5.0,1.0,501.119995117
28,1.0,28.0,5.0,1.0,505.700012207
29,0.0,28.0,5.0,1.0,509.950012207
30,0.0,28.0,5.0,1.0,512.489990234
31,0.0,28.0,5.0,1.0,512.820007324
32,0.0,33.0,5.0,1.0,506.010009766
33,1.0,29.0,5.0,1.0,510.0
34,0.0,28.0,5.0,1.0,506.799987793
35,1.0,30.0,5.0,1.0,507.049987793
36,0.0,29.0,5.0,1.0,511.110015869
37,0.0,28.0,5.0,1.0,503.070007324
38,0.0,30.0,5.0,1.0,504.020019531
39,0.0,27.0,5.0,1.0,508.690002441
40,0.0,31.0,5.0,1.0,513.429992676
41,0.0,30.0,5.0,1.0,507.880004883
42,1.0,27.0,5.0,1.0,515.780029297
43,0.0,31.0,5.0,1.0,506.020019531
44,0.0,31.0,5.0,1.0,506.020019531
45,0.0,31.0,5.0,1.0,506.020019531
46,1.0,28.0,5.0,1.0,507.640014648
47,1.0,28.0,5.0,1.0,499.559997559
48,0.0,30.0,5.0,1.0,499.589996338
49,0.0,29.0,5.0,1.0,507.429992676
50,1.0,31.0,5.0,1.0,510.769989014
51,0.0,28.0,5.0,1.0,513.570007324
52,0.0,29.0,5.0,1.0,506.850006104
53,0.0,30.0,5.0,1.0,509.179992676
54,0.0,29.0,5.0,1.0,511.619995117
55,0.0,31.0,5.0,1.0,509.970001221
56,0.0,32.0,5.0,1.0,513.760009766
57,0.0,30.0,5.0,1.0,511.880004883
58,0.0,28.0,5.0,1.0,510.559997559
59,0.0,27.0,5.0,1.0,512.119995117
60,0.0,32.0,5.0,1.0,507.149993896
61,0.0,32.0,5.0,1.0,507.149993896
62,0.0,32.0,5.0,1.0,507.149993896
63,8.0,31.0,5.0,1.0,510.470001221
64,1.0,28.0,5.0,1.0,701.760009766
65,2.0,28.0,5.0,1.0,703.579956055
66,2.0,29.0,5.0,1.0,700.550048828
67,2.0,28.0,5.0,1.0,706.140014648
68,2.0,28.0,5.0,1.0,702.510009766
69,2.0,27.0,5.0,1.0,702.070007324
70,2.0,27.0,5.0,1.0,704.010009766
71,2.0,28.0,5.0,1.0,700.520019531
72,2.0,28.0,5.0,1.0,704.029968262
73,2.0,27.0,5.0,1.0,698.659973145
74,2.0,28.0,5.0,1.0,702.469970703
75,2.0,29.0,5.0,1.0,699.33996582
76,2.0,28.0,5.0,1.0,696.430053711
77,2.0,28.0,5.0,1.0,699.979980469
78,2.0,28.0,5.0,1.0,700.799987793
79,2.0,28.0,5.0,1.0,700.799987793
80,2.0,28.0,5.0,1.0,700.799987793
81,2.0,28.0,5.0,1.0,697.210021973
82,2.0,30.0,5.0,1.0,696.640014648
83,2.0,28.0,5.0,1.0,700.41003418
84,2.0,27.0,5.0,1.0,701.900024414
85,2.0,29.0,5.0,1.0,702.450012207
86,2.0,30.0,5.0,1.0,701.159973145
87,2.0,27.0,5.0,1.0,698.020019531
88,2.0,28.0,5.0,1.0,696.0
89,2.0,27.0,5.0,1.0,697.789978027
90,2.0,28.0,5.0,1.0,700.389953613
91,2.0,29.0,5.0,1.0,697.179992676
92,2.0,27.0,5.0,1.0,698.08001709
93,2.0,28.0,5.0,1.0,701.650024414
94,2.0,29.0,5.0,1.0,700.679992676
95,2.0,28.0,5.0,1.0,701.049987793
96,2.0,28.0,5.0,1.0,701.049987793
97,2.0,28.0,5.0,1.0,701.049987793
98,2.0,28.0,5.0,1.0,736.539978027
99,2.0,31.0,5.0,1.0,727.489990234
100,2.0,29.0,5.0,1.0,728.429992676
101,2.0,29.0,5.0,1.0,728.33001709
102,1.0,29.0,5.0,1.0,699.16003418
103,2.0,28.0,5.0,1.0,700.099975586
104,2.0,28.0,5.0,1.0,698.409973145
105,2.0,29.0,5.0,1.0,696.630004883
106,2.0,29.0,5.0,1.0,702.479980469
107,0.0,28.0,5.0,1.0,626.599975586
108,0.0,31.0,5.0,1.0,532.08001709
109,0.0,28.0,5.0,1.0,540.099975586
110,0.0,28.0,5.0,0.0,543.790039062
111,0.0,31.0,5.0,1.0,540.299987793
112,0.0,29.0,5.0,1.0,538.400024414
113,0.0,29.0,5.0,1.0,538.400024414
114,0.0,29.0,5.0,1.0,538.400024414
115,0.0,31.0,5.0,1.0,536.239990234
116,0.0,28.0,5.0,1.0,540.320007324
117,0.0,28.0,5.0,1.0,533.599975586
118,0.0,29.0,5.0,1.0,541.130004883
119,0.0,31.0,5.0,1.0,543.170043945
120,0.0,28.0,5.0,1.0,536.809997559
121,1.0,28.0,5.0,1.0,611.609985352
122,0.0,30.0,5.0,1.0,538.900024414
123,0.0,29.0,5.0,1.0,535.479980469
124,0.0,29.0,5.0,1.0,542.630004883
125,1.0,31.0,5.0,1.0,618.559997559
126,1.0,28.0,5.0,1.0,578.75
127,1.0,30.0,5.0,1.0,583.75
128,0.0,30.0,5.0,1.0,539.530029297
129,1.0,29.0,41.0,1.0,562.380004883
130,2.0,30.0,1924.0,1.0,2608.27001953
131,2.0,30.0,1924.0,1.0,2608.27001953
132,2.0,32.0,1902.0,1.0,2592.60986328
133,1.0,30.0,1928.0,1.0,2584.04003906
134,2.0,31.0,1889.0,1.0,2590.11987305
135,2.0,29.0,1918.0,1.0,2589.2800293
136,2.0,30.0,1911.0,1.0,2600.01000977
137,2.0,33.0,1921.0,1.0,2596.52001953
138,1.0,30.0,1894.0,1.0,2585.04003906
139,2.0,30.0,1909.0,1.0,2578.95996094
140,2.0,30.0,1909.0,1.0,2581.2199707
141,0.0,28.0,71.0,1.0,591.799987793
142,0.0,29.0,5.0,1.0,534.849975586
143,0.0,28.0,5.0,1.0,532.219970703
144,1.0,28.0,5.0,1.0,537.369995117
145,0.0,28.0,5.0,1.0,536.739990234
146,0.0,29.0,41.0,1.0,565.049987793
147,0.0,28.0,41.0,1.0,562.179992676
148,0.0,28.0,41.0,1.0,562.179992676
149,0.0,28.0,41.0,1.0,562.179992676
150,0.0,28.0,5.0,1.0,538.270019531
151,0.0,29.0,5.0,1.0,538.950012207
152,0.0,27.0,5.0,1.0,531.900024414
153,0.0,27.0,5.0,1.0,533.630004883
154,1.0,28.0,5.0,1.0,535.040039062
155,0.0,30.0,5.0,1.0,535.459960938
156,0.0,30.0,5.0,1.0,532.359985352
157,0.0,27.0,5.0,1.0,535.489990234
158,0.0,30.0,5.0,1.0,536.75
159,0.0,28.0,5.0,1.0,534.369995117
160,1.0,28.0,42.0,1.0,563.289978027
161,1.0,1.0,513.0,11.0,1390.52001953
162,2.0,29.0,1872.0,1.0,2545.98999023
163,1.0,32.0,1886.0,1.0,2551.84008789
164,1.0,29.0,1884.0,1.0,2553.68017578
165,1.0,29.0,1884.0,1.0,2553.68017578
166,1.0,29.0,1884.0,1.0,2553.68017578
167,1.0,30.0,1874.0,1.0,2539.85009766
168,2.0,30.0,1875.0,1.0,2521.95996094
169,1.0,29.0,1874.0,1.0,2532.86987305
170,1.0,3.0,42.0,5.0,2227.31005859
171,1.0,32.0,41.0,1.0,565.349975586
172,0.0,28.0,5.0,1.0,535.869995117
173,1.0,28.0,5.0,1.0,534.299987793
174,0.0,28.0,5.0,1.0,535.369995117
175,0.0,28.0,5.0,1.0,533.190002441
176,0.0,29.0,5.0,1.0,530.549987793
177,0.0,28.0,5.0,1.0,533.540039062
178,0.0,28.0,5.0,1.0,544.010009766
179,1.0,28.0,5.0,1.0,528.670043945
180,0.0,31.0,5.0,1.0,539.979980469
181,1.0,28.0,5.0,1.0,534.219970703
182,1.0,28.0,5.0,1.0,534.219970703
183,1.0,28.0,5.0,1.0,534.219970703
184,0.0,28.0,5.0,1.0,532.08001709
185,0.0,28.0,5.0,1.0,539.549987793
186,0.0,32.0,5.0,1.0,537.270019531
187,0.0,27.0,5.0,1.0,534.709960938
188,0.0,34.0,5.0,1.0,534.299987793
189,0.0,31.0,5.0,1.0,531.130004883
190,0.0,29.0,5.0,1.0,532.559997559
191,0.0,31.0,5.0,1.0,535.91998291
192,0.0,30.0,5.0,1.0,533.239990234
193,0.0,30.0,5.0,1.0,531.460021973
194,1.0,28.0,5.0,1.0,556.309997559
195,0.0,31.0,5.0,1.0,551.809997559
196,0.0,30.0,5.0,1.0,545.909973145
197,0.0,30.0,5.0,1.0,552.559997559
198,0.0,32.0,5.0,1.0,547.58996582
199,0.0,28.0,5.0,1.0,551.489990234
200,0.0,28.0,5.0,1.0,551.489990234
201,0.0,28.0,5.0,1.0,551.489990234
202,0.0,30.0,5.0,1.0,556.309997559
203,0.0,28.0,5.0,1.0,549.920043945
204,1.0,32.0,5.0,1.0,550.25
205,0.0,28.0,5.0,1.0,552.530029297
206,0.0,30.0,5.0,1.0,553.070007324
207,0.0,28.0,5.0,1.0,549.41998291
208,0.0,28.0,5.0,1.0,552.570007324
209,0.0,32.0,5.0,1.0,547.579956055
210,0.0,28.0,5.0,1.0,547.760009766
211,0.0,27.0,5.0,1.0,550.239990234
212,0.0,28.0,5.0,1.0,551.529968262
213,0.0,29.0,5.0,1.0,553.289978027
214,0.0,27.0,5.0,1.0,553.390014648
215,0.0,28.0,5.0,1.0,554.820007324
216,0.0,27.0,5.0,1.0,555.309997559
217,0.0,28.0,5.0,1.0,551.41998291
218,0.0,28.0,5.0,1.0,551.41998291
219,0.0,28.0,5.0,1.0,550.619995117
220,0.0,31.0,5.0,1.0,549.520019531
221,0.0,27.0,5.0,1.0,551.289978027
222,1.0,29.0,5.0,1.0,551.5
223,0.0,27.0,5.0,1.0,551.710021973
224,1.0,28.0,5.0,1.0,556.109985352
225,0.0,28.0,5.0,1.0,549.039978027
