,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
0,103.0,1.0,5.0,116.0,2.0,0.0,0.0,261.369995117
1,100.0,1.0,5.0,120.0,2.0,0.0,0.0,262.190002441
2,104.0,1.0,5.0,118.0,2.0,0.0,0.0,261.710021973
3,99.0,1.0,5.0,116.0,2.0,0.0,0.0,261.75
4,99.0,1.0,5.0,119.0,2.0,0.0,0.0,262.369995117
5,100.0,1.0,5.0,116.0,2.0,0.0,0.0,260.709991455
6,100.0,1.0,5.0,116.0,2.0,0.0,0.0,260.709991455
7,101.0,1.0,5.0,117.0,2.0,0.0,0.0,260.320007324
8,100.0,1.0,5.0,118.0,2.0,0.0,0.0,261.33001709
9,101.0,1.0,5.0,116.0,2.0,0.0,0.0,260.479980469
10,101.0,1.0,5.0,117.0,2.0,0.0,0.0,260.470001221
11,99.0,1.0,5.0,117.0,2.0,0.0,0.0,260.720001221
12,105.0,1.0,5.0,116.0,2.0,0.0,0.0,261.089996338
13,98.0,1.0,5.0,117.0,2.0,0.0,0.0,260.510009766
14,101.0,1.0,5.0,116.0,2.0,0.0,0.0,260.440002441
15,101.0,1.0,5.0,117.0,2.0,0.0,0.0,261.119995117
16,101.0,1.0,5.0,117.0,2.0,0.0,0.0,260.570007324
17,97.0,1.0,5.0,116.0,2.0,0.0,0.0,261.770019531
18,99.0,1.0,5.0,118.0,2.0,0.0,0.0,259.839996338
19,100.0,1.0,5.0,117.0,2.0,0.0,0.0,261.109985352
20,98.0,1.0,5.0,116.0,2.0,0.0,0.0,261.150024414
21,103.0,1.0,5.0,117.0,2.0,0.0,0.0,259.599975586
22,103.0,1.0,5.0,117.0,2.0,0.0,0.0,259.599975586
23,98.0,1.0,5.0,115.0,2.0,0.0,0.0,259.489990234
24,100.0,1.0,5.0,118.0,2.0,0.0,0.0,260.890014648
25,102.0,1.0,5.0,117.0,2.0,0.0,0.0,260.309997559
26,99.0,1.0,5.0,115.0,2.0,0.0,0.0,259.649993896
27,102.0,1.0,5.0,117.0,2.0,0.0,0.0,260.489990234
28,99.0,1.0,5.0,116.0,2.0,0.0,0.0,259.410003662
29,102.0,1.0,5.0,115.0,2.0,0.0,0.0,259.109985352
30,99.0,1.0,5.0,117.0,1.0,0.0,0.0,260.369995117
31,100.0,1.0,5.0,116.0,2.0,0.0,0.0,259.41998291
32,97.0,1.0,5.0,116.0,2.0,0.0,0.0,259.83001709
33,99.0,1.0,5.0,117.0,2.0,0.0,0.0,260.089996338
34,99.0,1.0,5.0,118.0,2.0,0.0,0.0,260.089996338
35,100.0,1.0,5.0,116.0,2.0,0.0,0.0,260.450012207
36,99.0,1.0,5.0,117.0,2.0,0.0,0.0,258.789978027
37,99.0,1.0,5.0,116.0,2.0,0.0,0.0,259.820007324
38,101.0,1.0,5.0,117.0,2.0,0.0,0.0,258.839996338
39,101.0,1.0,5.0,117.0,2.0,0.0,0.0,258.839996338
40,99.0,1.0,5.0,116.0,2.0,0.0,0.0,259.16998291
41,102.0,1.0,5.0,115.0,2.0,0.0,0.0,259.420013428
42,101.0,1.0,5.0,118.0,2.0,0.0,0.0,260.459991455
43,101.0,1.0,5.0,115.0,2.0,0.0,0.0,259.369995117
44,99.0,1.0,5.0,116.0,2.0,0.0,0.0,259.119995117
45,103.0,1.0,5.0,117.0,2.0,0.0,0.0,259.049987793
46,100.0,1.0,5.0,114.0,2.0,0.0,0.0,259.059997559
47,101.0,1.0,5.0,117.0,2.0,0.0,0.0,259.039978027
48,107.0,1.0,5.0,116.0,2.0,0.0,0.0,260.100006104
49,101.0,1.0,5.0,115.0,2.0,0.0,0.0,259.789978027
50,101.0,1.0,5.0,117.0,2.0,0.0,0.0,259.140014648
51,102.0,1.0,5.0,116.0,2.0,0.0,0.0,258.880004883
52,100.0,1.0,5.0,116.0,2.0,0.0,0.0,259.520019531
53,106.0,1.0,5.0,117.0,2.0,0.0,0.0,258.929992676
54,98.0,1.0,5.0,117.0,2.0,0.0,0.0,259.340026855
55,100.0,1.0,5.0,116.0,2.0,0.0,0.0,258.58001709
56,100.0,1.0,5.0,116.0,2.0,0.0,0.0,258.58001709
57,100.0,1.0,5.0,115.0,2.0,0.0,0.0,258.270019531
58,100.0,1.0,5.0,116.0,2.0,0.0,0.0,259.190002441
59,100.0,1.0,5.0,115.0,2.0,0.0,0.0,259.459991455
60,99.0,1.0,5.0,117.0,2.0,0.0,0.0,259.839996338
61,98.0,1.0,5.0,115.0,2.0,0.0,0.0,257.989990234
62,102.0,1.0,5.0,115.0,2.0,0.0,0.0,258.309997559
63,102.0,1.0,5.0,114.0,2.0,0.0,0.0,258.479980469
64,102.0,1.0,5.0,117.0,2.0,0.0,0.0,258.710021973
65,99.0,1.0,5.0,115.0,2.0,0.0,0.0,258.470001221
66,100.0,1.0,5.0,115.0,2.0,0.0,0.0,258.58001709
67,98.0,1.0,5.0,117.0,2.0,0.0,0.0,258.100006104
68,103.0,1.0,5.0,115.0,2.0,0.0,0.0,259.089996338
69,97.0,1.0,5.0,116.0,2.0,0.0,0.0,258.929992676
70,99.0,1.0,5.0,116.0,2.0,0.0,0.0,258.229980469
71,99.0,1.0,5.0,116.0,2.0,0.0,0.0,258.459991455
72,99.0,1.0,5.0,116.0,2.0,0.0,0.0,258.459991455
73,99.0,1.0,5.0,116.0,2.0,0.0,0.0,258.459991455
74,100.0,1.0,5.0,115.0,2.0,0.0,0.0,257.91998291
75,98.0,1.0,5.0,116.0,2.0,0.0,0.0,258.640014648
76,101.0,1.0,5.0,116.0,2.0,0.0,0.0,259.25
77,99.0,1.0,5.0,114.0,2.0,0.0,0.0,258.320007324
78,99.0,1.0,5.0,115.0,2.0,0.0,0.0,257.200012207
79,101.0,1.0,5.0,115.0,2.0,0.0,0.0,258.220001221
80,99.0,1.0,5.0,115.0,2.0,0.0,0.0,258.570007324
81,101.0,1.0,5.0,115.0,2.0,0.0,0.0,257.400024414
82,101.0,1.0,5.0,114.0,2.0,0.0,0.0,258.790008545
83,101.0,1.0,5.0,114.0,2.0,0.0,0.0,259.630004883
84,99.0,1.0,5.0,116.0,1.0,0.0,0.0,258.350006104
85,101.0,1.0,5.0,115.0,2.0,0.0,0.0,259.070007324
86,100.0,1.0,5.0,115.0,2.0,0.0,0.0,258.0
87,102.0,1.0,5.0,116.0,2.0,0.0,0.0,258.549987793
88,99.0,1.0,5.0,114.0,2.0,0.0,0.0,258.529998779
89,100.0,1.0,5.0,116.0,2.0,0.0,0.0,258.039978027
90,100.0,1.0,5.0,116.0,2.0,0.0,0.0,258.039978027
91,100.0,1.0,5.0,116.0,2.0,0.0,0.0,258.039978027
92,101.0,1.0,5.0,113.0,2.0,0.0,0.0,258.0
93,99.0,1.0,5.0,116.0,2.0,0.0,0.0,258.339996338
94,98.0,1.0,5.0,114.0,2.0,0.0,0.0,257.869995117
95,99.0,1.0,5.0,115.0,2.0,0.0,0.0,258.519989014
96,101.0,1.0,5.0,115.0,2.0,0.0,0.0,259.049987793
97,102.0,1.0,5.0,114.0,2.0,0.0,0.0,259.049987793
98,101.0,1.0,5.0,114.0,2.0,0.0,0.0,259.010009766
99,102.0,1.0,5.0,114.0,2.0,0.0,0.0,258.589996338
100,102.0,1.0,5.0,116.0,2.0,0.0,0.0,259.970001221
101,103.0,1.0,5.0,115.0,2.0,0.0,0.0,260.510009766
102,107.0,1.0,5.0,115.0,2.0,0.0,0.0,259.380004883
103,100.0,1.0,5.0,115.0,2.0,0.0,0.0,261.400024414
104,100.0,1.0,5.0,115.0,2.0,0.0,0.0,259.070007324
105,97.0,1.0,5.0,115.0,2.0,0.0,0.0,258.369995117
