,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
0,0.0,0.0,6.0,1.0,1.0,3.0,495.479980469
1,0.0,0.0,6.0,1.0,1.0,3.0,496.190002441
2,0.0,0.0,6.0,1.0,0.0,3.0,494.519989014
3,0.0,0.0,6.0,1.0,0.0,3.0,495.089996338
4,0.0,0.0,6.0,1.0,0.0,3.0,493.650024414
5,0.0,0.0,6.0,1.0,0.0,3.0,494.989990234
6,0.0,0.0,6.0,1.0,1.0,3.0,493.989990234
7,0.0,0.0,6.0,1.0,0.0,3.0,495.410003662
8,0.0,0.0,6.0,1.0,1.0,3.0,495.210021973
9,0.0,0.0,6.0,1.0,0.0,3.0,495.309997559
10,0.0,0.0,6.0,1.0,0.0,3.0,495.309997559
11,0.0,0.0,6.0,1.0,0.0,3.0,495.790008545
12,0.0,0.0,6.0,1.0,0.0,3.0,495.890014648
13,0.0,0.0,6.0,1.0,0.0,3.0,506.359985352
14,0.0,0.0,6.0,1.0,0.0,3.0,501.309997559
15,0.0,0.0,6.0,1.0,1.0,3.0,500.659973145
16,0.0,0.0,6.0,1.0,1.0,3.0,493.380004883
17,0.0,0.0,8.0,1.0,1.0,3.0,492.339996338
18,0.0,0.0,8.0,1.0,1.0,3.0,493.799987793
19,0.0,0.0,7.0,1.0,0.0,3.0,497.08001709
20,0.0,0.0,6.0,1.0,0.0,3.0,494.900024414
21,0.0,0.0,6.0,1.0,0.0,3.0,495.650024414
22,0.0,0.0,6.0,1.0,0.0,3.0,494.140014648
23,0.0,0.0,6.0,1.0,0.0,3.0,496.010009766
24,0.0,0.0,6.0,1.0,1.0,3.0,494.630004883
25,0.0,0.0,6.0,1.0,0.0,3.0,495.75
26,0.0,0.0,6.0,1.0,0.0,3.0,494.950012207
27,0.0,0.0,6.0,1.0,0.0,3.0,496.470001221
28,0.0,0.0,6.0,1.0,1.0,3.0,495.850006104
29,0.0,0.0,6.0,1.0,0.0,3.0,496.160003662
30,0.0,0.0,6.0,1.0,0.0,3.0,498.079986572
31,0.0,0.0,6.0,1.0,1.0,3.0,495.950012207
32,0.0,0.0,6.0,1.0,1.0,3.0,495.950012207
33,0.0,0.0,6.0,1.0,1.0,3.0,495.260009766
34,0.0,0.0,6.0,1.0,0.0,3.0,496.770019531
35,0.0,0.0,6.0,1.0,1.0,3.0,504.760009766
36,0.0,0.0,6.0,1.0,0.0,3.0,501.589996338
37,0.0,0.0,6.0,1.0,0.0,3.0,504.520019531
38,0.0,0.0,6.0,1.0,1.0,3.0,496.039978027
39,0.0,0.0,6.0,1.0,0.0,3.0,496.239990234
40,0.0,0.0,6.0,1.0,0.0,3.0,495.739990234
41,0.0,0.0,6.0,1.0,0.0,3.0,495.5
42,0.0,0.0,6.0,1.0,0.0,3.0,496.570007324
43,0.0,0.0,6.0,1.0,1.0,3.0,493.880004883
44,0.0,0.0,6.0,1.0,0.0,3.0,495.140014648
45,0.0,0.0,6.0,1.0,0.0,3.0,493.460021973
46,0.0,0.0,6.0,1.0,1.0,3.0,493.140014648
47,0.0,0.0,6.0,1.0,1.0,3.0,491.540008545
48,0.0,0.0,6.0,1.0,0.0,3.0,492.859985352
49,0.0,0.0,6.0,1.0,0.0,3.0,492.320007324
50,0.0,0.0,6.0,1.0,0.0,3.0,492.609985352
51,0.0,0.0,6.0,1.0,0.0,3.0,493.529968262
52,0.0,0.0,6.0,1.0,0.0,3.0,492.340026855
53,0.0,0.0,6.0,1.0,0.0,3.0,493.160003662
54,0.0,0.0,6.0,1.0,0.0,3.0,492.829986572
55,0.0,0.0,6.0,1.0,0.0,3.0,492.829986572
56,0.0,1.0,6.0,1.0,0.0,3.0,493.029968262
57,0.0,0.0,6.0,1.0,0.0,3.0,500.459991455
58,0.0,0.0,6.0,1.0,0.0,3.0,498.200012207
59,0.0,0.0,6.0,1.0,1.0,3.0,495.91998291
60,0.0,0.0,6.0,1.0,1.0,3.0,491.83001709
61,0.0,0.0,3.0,1.0,1.0,3.0,492.950012207
62,0.0,0.0,6.0,1.0,1.0,3.0,491.940002441
63,0.0,0.0,6.0,1.0,1.0,3.0,493.389984131
64,0.0,0.0,6.0,1.0,0.0,3.0,491.730010986
65,0.0,0.0,6.0,1.0,1.0,3.0,493.100006104
66,0.0,0.0,6.0,1.0,0.0,3.0,491.979980469
67,0.0,0.0,6.0,1.0,0.0,3.0,493.0
68,0.0,0.0,6.0,1.0,0.0,3.0,491.339996338
69,0.0,0.0,6.0,1.0,0.0,3.0,493.100006104
70,0.0,0.0,6.0,1.0,1.0,3.0,490.809997559
71,0.0,0.0,6.0,1.0,1.0,3.0,493.440002441
72,0.0,0.0,6.0,1.0,0.0,3.0,491.33001709
73,0.0,0.0,6.0,1.0,0.0,3.0,492.779998779
74,0.0,0.0,6.0,1.0,0.0,3.0,493.010009766
75,0.0,0.0,6.0,1.0,1.0,3.0,493.409973145
76,0.0,1.0,7.0,1.0,0.0,3.0,492.380004883
77,0.0,1.0,7.0,1.0,0.0,3.0,492.380004883
78,0.0,0.0,7.0,1.0,1.0,3.0,332.409973145
79,0.0,0.0,7.0,1.0,0.0,3.0,337.459991455
80,0.0,0.0,7.0,1.0,0.0,3.0,337.989990234
81,0.0,0.0,7.0,1.0,0.0,3.0,331.5
82,0.0,0.0,7.0,1.0,0.0,3.0,332.190002441
83,0.0,0.0,7.0,1.0,1.0,3.0,331.210021973
84,0.0,0.0,7.0,1.0,0.0,3.0,331.260009766
85,0.0,0.0,7.0,1.0,1.0,3.0,330.690002441
86,0.0,0.0,7.0,1.0,1.0,3.0,331.959991455
87,0.0,0.0,7.0,1.0,1.0,3.0,330.929992676
88,0.0,0.0,7.0,1.0,0.0,3.0,332.299987793
89,0.0,0.0,7.0,1.0,0.0,3.0,331.610015869
90,0.0,0.0,7.0,1.0,1.0,3.0,330.75
91,0.0,0.0,7.0,1.0,1.0,3.0,330.690002441
92,0.0,0.0,7.0,1.0,1.0,3.0,331.619995117
93,0.0,0.0,7.0,1.0,0.0,3.0,330.819976807
94,0.0,0.0,7.0,1.0,0.0,3.0,330.440002441
95,0.0,0.0,9.0,1.0,1.0,3.0,329.549987793
96,0.0,0.0,8.0,1.0,0.0,3.0,330.599975586
97,0.0,0.0,7.0,1.0,0.0,3.0,330.900024414
98,0.0,0.0,7.0,1.0,1.0,3.0,331.959991455
99,0.0,0.0,7.0,1.0,1.0,3.0,331.959991455
100,0.0,0.0,7.0,1.0,0.0,3.0,340.380004883
101,0.0,0.0,7.0,1.0,1.0,3.0,337.609985352
102,0.0,0.0,7.0,1.0,1.0,3.0,338.880004883
