,dish washer,electric stove,fridge,microwave,washer dryer,waste disposal unit,main
0,0.0,0.0,158.0,5.0,4.0,0.0,272.279998779
1,0.0,0.0,160.0,5.0,4.0,0.0,272.619995117
2,0.0,0.0,160.0,5.0,4.0,0.0,272.809997559
3,1.0,0.0,158.0,5.0,4.0,0.0,272.529998779
4,0.0,1.0,155.0,5.0,4.0,0.0,271.75
5,0.0,1.0,155.0,4.0,5.0,0.0,272.369995117
6,0.0,0.0,159.0,5.0,5.0,0.0,272.349975586
7,0.0,1.0,160.0,5.0,5.0,0.0,272.190002441
8,0.0,1.0,160.0,5.0,5.0,0.0,272.190002441
9,0.0,0.0,158.0,5.0,5.0,0.0,272.649993896
10,0.0,1.0,157.0,5.0,5.0,0.0,272.880004883
11,0.0,0.0,158.0,5.0,4.0,0.0,272.630004883
12,0.0,0.0,157.0,5.0,5.0,0.0,271.900024414
13,0.0,0.0,160.0,5.0,5.0,0.0,272.119995117
14,0.0,0.0,159.0,5.0,4.0,0.0,272.410003662
15,0.0,1.0,155.0,5.0,4.0,0.0,272.559997559
16,0.0,0.0,156.0,5.0,4.0,0.0,272.119995117
17,0.0,1.0,157.0,5.0,5.0,0.0,271.970001221
18,0.0,0.0,159.0,5.0,4.0,0.0,272.239990234
19,0.0,0.0,157.0,5.0,5.0,0.0,272.520019531
20,0.0,0.0,156.0,5.0,5.0,0.0,271.470001221
21,0.0,0.0,158.0,5.0,4.0,0.0,271.829986572
22,0.0,0.0,159.0,5.0,4.0,0.0,272.049987793
23,0.0,0.0,158.0,5.0,4.0,0.0,271.880004883
24,0.0,0.0,157.0,5.0,4.0,0.0,271.779998779
25,0.0,0.0,157.0,5.0,4.0,0.0,271.779998779
26,0.0,0.0,155.0,5.0,4.0,0.0,271.480010986
27,0.0,1.0,157.0,5.0,4.0,0.0,271.989990234
28,0.0,0.0,160.0,5.0,4.0,0.0,272.41998291
29,0.0,0.0,158.0,5.0,4.0,0.0,272.079986572
30,0.0,0.0,157.0,5.0,4.0,0.0,271.949981689
31,0.0,0.0,155.0,5.0,4.0,0.0,272.070007324
32,0.0,0.0,155.0,5.0,4.0,0.0,272.230010986
33,0.0,0.0,157.0,5.0,4.0,0.0,272.140014648
34,0.0,0.0,157.0,5.0,4.0,0.0,271.179992676
35,0.0,0.0,156.0,5.0,4.0,0.0,271.819976807
36,0.0,0.0,155.0,5.0,4.0,0.0,272.019989014
37,0.0,1.0,155.0,5.0,4.0,0.0,271.589996338
38,0.0,0.0,156.0,5.0,4.0,0.0,271.799987793
39,0.0,0.0,156.0,5.0,5.0,0.0,271.819976807
40,1.0,0.0,157.0,5.0,4.0,0.0,271.599975586
41,0.0,0.0,158.0,5.0,5.0,0.0,271.660003662
42,0.0,0.0,158.0,5.0,5.0,0.0,271.660003662
43,0.0,0.0,158.0,5.0,5.0,0.0,271.660003662
44,0.0,0.0,156.0,5.0,5.0,0.0,272.040008545
45,0.0,0.0,154.0,5.0,4.0,0.0,271.619995117
46,1.0,0.0,154.0,5.0,4.0,0.0,272.070007324
47,0.0,0.0,157.0,5.0,4.0,0.0,271.809997559
48,0.0,1.0,156.0,5.0,4.0,0.0,271.390014648
49,0.0,0.0,156.0,5.0,5.0,0.0,272.209991455
50,0.0,0.0,159.0,5.0,4.0,0.0,271.940002441
51,1.0,0.0,159.0,5.0,5.0,0.0,272.239990234
52,0.0,0.0,157.0,5.0,4.0,0.0,271.709991455
53,0.0,0.0,154.0,5.0,4.0,0.0,271.960021973
54,0.0,0.0,154.0,5.0,5.0,0.0,271.58001709
55,0.0,0.0,155.0,5.0,4.0,0.0,271.600006104
56,0.0,0.0,158.0,5.0,4.0,0.0,271.510009766
57,0.0,0.0,158.0,5.0,5.0,0.0,271.66998291
58,0.0,0.0,155.0,5.0,4.0,0.0,271.899993896
59,0.0,0.0,156.0,5.0,5.0,0.0,271.670013428
60,0.0,0.0,156.0,5.0,5.0,0.0,271.670013428
61,0.0,0.0,156.0,5.0,5.0,0.0,271.670013428
62,0.0,0.0,154.0,5.0,4.0,0.0,271.489990234
63,0.0,0.0,156.0,5.0,4.0,0.0,271.119995117
64,0.0,0.0,157.0,5.0,4.0,0.0,271.740020752
65,1.0,0.0,157.0,5.0,4.0,0.0,271.079986572
66,0.0,0.0,156.0,5.0,4.0,0.0,271.41998291
67,0.0,0.0,154.0,5.0,4.0,0.0,271.179992676
68,0.0,1.0,155.0,5.0,4.0,0.0,271.380004883
69,0.0,1.0,7.0,4.0,4.0,0.0,38.7099990845
70,0.0,1.0,7.0,4.0,5.0,0.0,38.7200012207
71,0.0,1.0,6.0,5.0,4.0,0.0,38.75
72,0.0,1.0,6.0,4.0,4.0,0.0,38.7000007629
