,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
0,203.0,0.0,5.0,1.0,3.0,0.0,0.0,469.619995117
1,202.0,0.0,5.0,1.0,3.0,0.0,0.0,469.58001709
2,201.0,0.0,5.0,1.0,2.0,0.0,0.0,468.770019531
3,199.0,0.0,5.0,1.0,2.0,0.0,0.0,467.5
4,199.0,0.0,5.0,1.0,3.0,0.0,0.0,468.739990234
5,202.0,0.0,5.0,1.0,2.0,0.0,0.0,470.649993896
6,196.0,0.0,5.0,1.0,3.0,0.0,0.0,460.739990234
7,197.0,0.0,5.0,1.0,3.0,0.0,0.0,461.929992676
8,198.0,0.0,5.0,1.0,2.0,0.0,0.0,464.41998291
9,196.0,0.0,5.0,1.0,2.0,0.0,0.0,460.399993896
10,198.0,0.0,5.0,1.0,2.0,0.0,0.0,464.070007324
11,199.0,0.0,5.0,1.0,2.0,0.0,0.0,464.799987793
12,199.0,0.0,5.0,1.0,2.0,0.0,0.0,462.400024414
13,201.0,0.0,5.0,1.0,2.0,0.0,0.0,463.159973145
14,201.0,0.0,5.0,1.0,2.0,0.0,0.0,463.159973145
15,201.0,0.0,5.0,1.0,2.0,0.0,0.0,463.159973145
16,199.0,0.0,5.0,1.0,2.0,0.0,0.0,463.409973145
17,199.0,0.0,5.0,1.0,3.0,0.0,0.0,464.369995117
18,199.0,0.0,5.0,1.0,2.0,0.0,0.0,464.769989014
19,197.0,0.0,5.0,1.0,2.0,0.0,0.0,463.679992676
20,198.0,0.0,5.0,1.0,2.0,0.0,0.0,463.119995117
21,196.0,0.0,5.0,1.0,2.0,0.0,0.0,463.309997559
22,195.0,0.0,5.0,1.0,2.0,0.0,0.0,461.230010986
23,196.0,0.0,5.0,1.0,2.0,0.0,0.0,462.270019531
24,197.0,0.0,5.0,1.0,2.0,0.0,0.0,461.619995117
25,199.0,0.0,5.0,1.0,2.0,0.0,0.0,463.220001221
26,197.0,0.0,5.0,1.0,2.0,0.0,0.0,461.059997559
27,199.0,0.0,5.0,1.0,2.0,0.0,0.0,464.270019531
28,200.0,0.0,5.0,1.0,3.0,0.0,0.0,465.58001709
29,197.0,0.0,5.0,1.0,3.0,0.0,0.0,463.660003662
30,198.0,0.0,5.0,1.0,3.0,0.0,0.0,462.489990234
31,198.0,0.0,5.0,1.0,3.0,0.0,0.0,462.489990234
32,197.0,0.0,5.0,1.0,3.0,0.0,0.0,462.390014648
33,198.0,0.0,5.0,1.0,2.0,0.0,0.0,460.940002441
34,199.0,0.0,5.0,1.0,2.0,0.0,0.0,463.820007324
35,199.0,0.0,5.0,1.0,2.0,0.0,0.0,464.479980469
