,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,6.0,4.0,0.0,103.790000916
1,0.0,0.0,0.0,6.0,4.0,0.0,99.6300048828
2,0.0,0.0,0.0,6.0,4.0,0.0,99.1699981689
3,0.0,0.0,0.0,6.0,4.0,0.0,99.7099990845
4,0.0,0.0,0.0,6.0,4.0,0.0,98.9199981689
5,0.0,0.0,0.0,6.0,4.0,0.0,98.3800048828
6,0.0,0.0,0.0,6.0,4.0,0.0,99.1999969482
7,0.0,0.0,0.0,7.0,4.0,0.0,99.9799957275
8,0.0,0.0,0.0,6.0,4.0,0.0,98.9799957275
9,0.0,0.0,0.0,6.0,4.0,0.0,99.3000030518
10,0.0,0.0,0.0,6.0,4.0,0.0,99.3399963379
11,0.0,0.0,0.0,6.0,4.0,0.0,99.5
12,0.0,0.0,0.0,6.0,4.0,0.0,99.5
13,0.0,0.0,0.0,6.0,4.0,0.0,99.5
14,0.0,0.0,0.0,7.0,4.0,0.0,98.8000030518
15,0.0,0.0,0.0,6.0,4.0,0.0,100.119995117
16,0.0,0.0,0.0,6.0,4.0,0.0,99.5100021362
17,0.0,0.0,0.0,7.0,4.0,0.0,98.4900054932
18,0.0,0.0,0.0,6.0,4.0,0.0,100.779998779
19,0.0,0.0,0.0,7.0,4.0,0.0,100.569999695
20,0.0,0.0,0.0,6.0,4.0,0.0,103.919998169
21,0.0,0.0,0.0,6.0,4.0,0.0,103.739997864
22,0.0,0.0,0.0,6.0,4.0,0.0,103.119995117
23,0.0,0.0,0.0,6.0,4.0,0.0,99.7299957275
24,0.0,0.0,0.0,7.0,4.0,0.0,99.7799987793
25,0.0,0.0,0.0,7.0,4.0,0.0,99.4599990845
26,0.0,0.0,0.0,6.0,4.0,0.0,100.13999939
27,0.0,0.0,0.0,6.0,4.0,0.0,98.8300018311
28,0.0,0.0,0.0,6.0,4.0,0.0,98.7299957275
29,0.0,0.0,0.0,6.0,4.0,0.0,98.7299957275
