,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
0,0.0,0.0,17.0,3.0,0.0,2.0,209.220001221
1,0.0,1.0,19.0,3.0,1.0,3.0,209.869995117
2,0.0,0.0,19.0,2.0,1.0,2.0,208.320007324
3,0.0,1.0,19.0,2.0,1.0,3.0,207.990005493
4,0.0,1.0,20.0,2.0,0.0,3.0,210.149993896
5,0.0,0.0,19.0,3.0,1.0,2.0,210.569992065
6,0.0,0.0,19.0,3.0,0.0,2.0,210.789993286
7,0.0,1.0,18.0,3.0,1.0,2.0,208.299987793
8,0.0,1.0,18.0,3.0,1.0,2.0,208.299987793
9,0.0,0.0,18.0,2.0,0.0,3.0,208.339996338
10,0.0,1.0,18.0,3.0,1.0,2.0,211.240005493
11,0.0,0.0,19.0,3.0,1.0,2.0,210.449996948
12,0.0,0.0,19.0,2.0,1.0,3.0,209.800003052
13,0.0,0.0,21.0,3.0,1.0,3.0,208.809997559
14,0.0,1.0,18.0,3.0,0.0,3.0,209.630004883
15,0.0,1.0,18.0,2.0,0.0,2.0,209.220001221
16,0.0,1.0,18.0,3.0,1.0,3.0,207.820007324
17,0.0,0.0,17.0,3.0,0.0,2.0,216.119995117
18,0.0,0.0,17.0,3.0,0.0,2.0,216.420013428
19,0.0,1.0,19.0,3.0,0.0,3.0,218.419998169
20,0.0,1.0,18.0,2.0,1.0,2.0,208.379989624
21,0.0,0.0,18.0,2.0,0.0,2.0,208.050003052
22,0.0,0.0,20.0,3.0,1.0,3.0,207.410003662
23,0.0,1.0,20.0,2.0,0.0,3.0,212.069992065
24,0.0,1.0,17.0,3.0,0.0,3.0,211.080001831
25,0.0,1.0,18.0,2.0,0.0,2.0,210.910003662
26,0.0,0.0,20.0,2.0,0.0,2.0,210.199996948
27,0.0,0.0,17.0,2.0,0.0,3.0,208.169998169
28,0.0,1.0,18.0,2.0,0.0,3.0,207.829986572
29,0.0,1.0,19.0,3.0,0.0,2.0,210.970001221
30,0.0,1.0,19.0,3.0,0.0,2.0,210.970001221
31,0.0,1.0,19.0,2.0,0.0,3.0,211.619995117
32,0.0,1.0,17.0,2.0,0.0,2.0,209.779998779
33,0.0,1.0,19.0,2.0,0.0,3.0,208.690002441
34,0.0,1.0,17.0,2.0,0.0,3.0,207.979995728
35,0.0,0.0,19.0,3.0,1.0,2.0,208.910003662
36,0.0,1.0,19.0,2.0,0.0,2.0,211.529998779
37,0.0,1.0,22.0,3.0,0.0,3.0,212.919998169
38,0.0,0.0,18.0,2.0,1.0,3.0,211.720001221
39,0.0,0.0,25.0,3.0,1.0,3.0,216.300003052
40,0.0,0.0,25.0,3.0,1.0,3.0,214.420013428
41,0.0,0.0,16.0,3.0,0.0,2.0,220.039993286
42,0.0,1.0,19.0,3.0,0.0,2.0,209.820007324
43,0.0,0.0,17.0,2.0,1.0,3.0,212.330001831
44,0.0,1.0,18.0,2.0,0.0,3.0,212.020004272
45,0.0,1.0,19.0,2.0,0.0,2.0,213.269989014
46,0.0,0.0,19.0,2.0,1.0,3.0,209.220001221
47,0.0,0.0,18.0,2.0,0.0,3.0,208.709991455
48,0.0,1.0,20.0,3.0,0.0,2.0,210.159988403
49,0.0,1.0,18.0,2.0,0.0,3.0,209.160003662
50,0.0,1.0,14.0,3.0,1.0,2.0,212.100006104
51,0.0,1.0,18.0,3.0,0.0,2.0,208.440002441
52,0.0,1.0,18.0,3.0,0.0,2.0,208.440002441
53,0.0,0.0,18.0,2.0,0.0,2.0,208.980010986
54,0.0,1.0,17.0,2.0,0.0,3.0,209.160003662
55,0.0,1.0,18.0,3.0,0.0,3.0,209.36000061
56,0.0,1.0,18.0,3.0,1.0,3.0,212.479995728
57,0.0,1.0,17.0,2.0,1.0,2.0,212.620010376
58,0.0,0.0,19.0,3.0,1.0,2.0,211.169998169
59,0.0,1.0,18.0,2.0,0.0,3.0,208.589996338
60,0.0,1.0,18.0,2.0,0.0,3.0,214.480010986
61,0.0,0.0,19.0,3.0,0.0,3.0,218.699996948
62,0.0,0.0,19.0,3.0,0.0,3.0,219.299987793
63,0.0,1.0,19.0,3.0,0.0,3.0,222.119995117
64,0.0,1.0,18.0,2.0,0.0,3.0,211.740005493
65,0.0,1.0,18.0,2.0,0.0,2.0,210.25
66,0.0,1.0,18.0,3.0,0.0,3.0,208.179992676
67,0.0,0.0,21.0,2.0,1.0,3.0,208.579986572
68,0.0,1.0,18.0,3.0,0.0,2.0,208.990005493
69,0.0,0.0,17.0,3.0,1.0,2.0,212.329986572
70,0.0,0.0,20.0,3.0,1.0,2.0,211.199996948
71,0.0,0.0,18.0,2.0,0.0,3.0,211.179992676
72,0.0,1.0,18.0,2.0,0.0,3.0,208.790008545
73,0.0,1.0,18.0,2.0,0.0,3.0,207.979995728
74,0.0,1.0,18.0,2.0,0.0,3.0,207.979995728
75,0.0,1.0,18.0,3.0,0.0,3.0,211.599990845
76,0.0,0.0,18.0,2.0,0.0,2.0,214.0
77,0.0,0.0,19.0,3.0,1.0,3.0,211.900009155
78,0.0,1.0,18.0,3.0,1.0,2.0,209.190002441
79,0.0,0.0,18.0,2.0,1.0,3.0,207.940002441
80,0.0,0.0,17.0,2.0,0.0,3.0,209.459991455
81,0.0,1.0,18.0,3.0,0.0,3.0,208.220001221
82,0.0,0.0,18.0,2.0,1.0,3.0,210.539993286
83,0.0,1.0,18.0,2.0,1.0,3.0,216.509994507
84,0.0,1.0,19.0,2.0,0.0,3.0,219.930007935
85,0.0,1.0,18.0,2.0,0.0,3.0,208.820007324
86,0.0,1.0,20.0,2.0,0.0,3.0,211.619995117
87,0.0,1.0,18.0,2.0,0.0,3.0,209.169998169
88,0.0,0.0,17.0,3.0,0.0,3.0,207.949996948
89,0.0,1.0,19.0,2.0,0.0,2.0,212.109985352
90,0.0,1.0,18.0,2.0,1.0,3.0,211.419998169
91,0.0,1.0,18.0,2.0,1.0,3.0,211.080001831
92,0.0,1.0,19.0,2.0,0.0,3.0,207.869995117
93,0.0,1.0,18.0,2.0,1.0,3.0,208.429992676
94,0.0,1.0,18.0,3.0,0.0,3.0,207.229995728
95,0.0,1.0,18.0,3.0,0.0,3.0,211.910003662
96,0.0,1.0,18.0,3.0,0.0,3.0,211.910003662
97,0.0,0.0,18.0,3.0,0.0,2.0,209.330001831
98,0.0,1.0,20.0,3.0,0.0,3.0,208.209991455
99,0.0,1.0,19.0,2.0,1.0,3.0,208.220001221
100,0.0,1.0,20.0,2.0,0.0,3.0,208.529998779
101,0.0,1.0,17.0,2.0,0.0,3.0,210.380004883
102,0.0,1.0,34.0,3.0,1.0,2.0,210.739990234
103,0.0,1.0,19.0,3.0,0.0,3.0,211.709991455
104,0.0,0.0,19.0,2.0,1.0,3.0,214.929992676
105,0.0,0.0,34.0,2.0,1.0,3.0,216.449996948
106,0.0,1.0,18.0,3.0,1.0,2.0,214.720001221
107,0.0,0.0,19.0,3.0,1.0,3.0,208.5
108,0.0,0.0,17.0,3.0,0.0,2.0,210.550003052
109,0.0,0.0,17.0,3.0,0.0,2.0,210.680007935
110,0.0,1.0,20.0,2.0,0.0,3.0,210.88999939
111,0.0,1.0,18.0,2.0,0.0,3.0,210.710006714
112,0.0,1.0,18.0,3.0,0.0,2.0,207.160003662
113,0.0,1.0,20.0,3.0,0.0,3.0,207.770004272
114,0.0,1.0,19.0,3.0,0.0,3.0,207.489990234
115,0.0,1.0,20.0,3.0,0.0,2.0,211.259994507
116,0.0,0.0,19.0,3.0,0.0,3.0,209.690002441
117,0.0,0.0,18.0,2.0,1.0,2.0,208.539993286
118,0.0,0.0,18.0,2.0,1.0,2.0,208.539993286
119,0.0,1.0,19.0,2.0,0.0,3.0,206.899993896
120,0.0,1.0,18.0,3.0,0.0,2.0,208.940002441
121,0.0,0.0,18.0,2.0,0.0,2.0,212.410003662
122,0.0,0.0,30.0,2.0,1.0,3.0,211.61000061
123,0.0,1.0,19.0,2.0,0.0,3.0,208.829986572
124,0.0,1.0,19.0,2.0,0.0,3.0,208.829986572
125,0.0,1.0,20.0,3.0,0.0,2.0,216.410003662
126,0.0,0.0,20.0,3.0,0.0,2.0,214.959991455
127,0.0,1.0,20.0,2.0,0.0,3.0,220.239990234
128,0.0,1.0,18.0,3.0,0.0,3.0,209.529998779
129,0.0,0.0,17.0,2.0,0.0,2.0,209.350006104
130,0.0,0.0,20.0,2.0,1.0,3.0,208.440002441
131,0.0,1.0,18.0,3.0,1.0,3.0,209.399993896
132,0.0,0.0,17.0,3.0,0.0,3.0,207.770004272
133,0.0,1.0,19.0,2.0,0.0,2.0,211.179992676
134,0.0,1.0,17.0,3.0,0.0,2.0,210.449996948
135,0.0,0.0,23.0,3.0,0.0,3.0,210.739990234
136,0.0,0.0,17.0,3.0,1.0,3.0,208.190002441
137,0.0,0.0,17.0,2.0,0.0,3.0,208.209991455
138,0.0,1.0,19.0,2.0,0.0,3.0,208.069992065
139,0.0,1.0,18.0,2.0,0.0,3.0,208.869995117
140,0.0,0.0,19.0,3.0,1.0,2.0,211.25
141,0.0,1.0,19.0,3.0,1.0,3.0,210.829986572
142,0.0,1.0,18.0,3.0,1.0,3.0,210.580001831
143,0.0,0.0,18.0,3.0,0.0,2.0,210.38999939
144,0.0,1.0,36.0,2.0,1.0,3.0,207.869995117
145,0.0,1.0,18.0,2.0,0.0,3.0,210.5
146,0.0,1.0,18.0,2.0,0.0,3.0,210.5
147,0.0,0.0,17.0,2.0,0.0,2.0,217.940002441
148,0.0,1.0,18.0,3.0,1.0,2.0,220.729995728
149,0.0,1.0,19.0,3.0,0.0,2.0,216.799987793
150,0.0,1.0,18.0,3.0,0.0,2.0,207.879989624
151,0.0,0.0,20.0,3.0,0.0,3.0,209.699996948
152,0.0,0.0,34.0,3.0,1.0,3.0,209.550003052
153,0.0,1.0,19.0,2.0,0.0,3.0,213.350006104
154,0.0,0.0,19.0,2.0,0.0,3.0,212.419998169
155,0.0,0.0,25.0,2.0,0.0,2.0,211.070007324
156,0.0,0.0,19.0,3.0,1.0,2.0,207.690002441
157,0.0,1.0,28.0,3.0,0.0,2.0,208.729995728
158,0.0,1.0,19.0,2.0,0.0,2.0,207.820007324
159,0.0,0.0,19.0,3.0,0.0,3.0,208.120010376
160,0.0,0.0,35.0,2.0,0.0,3.0,210.839996338
161,0.0,1.0,18.0,3.0,0.0,2.0,210.739990234
162,0.0,1.0,19.0,3.0,0.0,3.0,209.890014648
163,0.0,0.0,29.0,2.0,0.0,3.0,208.409988403
164,0.0,1.0,18.0,3.0,0.0,2.0,209.630004883
165,0.0,1.0,19.0,2.0,0.0,3.0,208.660003662
166,0.0,0.0,18.0,3.0,1.0,3.0,209.130004883
167,0.0,1.0,19.0,2.0,0.0,3.0,219.430007935
168,0.0,1.0,19.0,2.0,0.0,3.0,219.430007935
169,0.0,1.0,18.0,2.0,0.0,2.0,216.709991455
170,0.0,0.0,18.0,3.0,0.0,2.0,217.800003052
171,0.0,1.0,18.0,2.0,0.0,2.0,208.869995117
172,0.0,1.0,18.0,2.0,0.0,3.0,216.0
173,0.0,1.0,18.0,3.0,0.0,3.0,209.88999939
174,0.0,1.0,18.0,3.0,0.0,3.0,216.220001221
175,0.0,1.0,18.0,3.0,0.0,3.0,211.820007324
176,0.0,0.0,17.0,3.0,1.0,2.0,211.020004272
177,0.0,0.0,17.0,3.0,1.0,2.0,208.759994507
178,0.0,0.0,19.0,2.0,1.0,3.0,210.720001221
179,0.0,0.0,18.0,2.0,1.0,2.0,212.290008545
180,0.0,1.0,18.0,2.0,0.0,3.0,214.679992676
181,0.0,1.0,18.0,3.0,1.0,3.0,212.559997559
182,0.0,0.0,18.0,2.0,0.0,2.0,214.450012207
183,0.0,1.0,24.0,3.0,1.0,2.0,210.910003662
184,0.0,1.0,18.0,2.0,1.0,3.0,212.63999939
185,0.0,1.0,20.0,2.0,0.0,2.0,209.910003662
