,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,7.0,4.0,0.0,171.239990234
1,0.0,0.0,0.0,7.0,4.0,0.0,170.039993286
2,0.0,0.0,0.0,7.0,4.0,0.0,170.039993286
3,0.0,0.0,0.0,7.0,4.0,0.0,170.039993286
4,0.0,0.0,0.0,7.0,4.0,0.0,169.169998169
5,0.0,0.0,0.0,7.0,4.0,0.0,168.75
6,0.0,0.0,0.0,7.0,4.0,0.0,169.210006714
7,0.0,0.0,0.0,7.0,4.0,0.0,169.440002441
8,0.0,0.0,0.0,6.0,4.0,0.0,169.190002441
9,0.0,0.0,0.0,6.0,4.0,0.0,169.460006714
10,0.0,0.0,0.0,6.0,4.0,0.0,168.88999939
11,0.0,0.0,0.0,7.0,4.0,0.0,169.440002441
12,0.0,0.0,0.0,6.0,4.0,0.0,169.580001831
13,0.0,0.0,0.0,7.0,4.0,0.0,169.630004883
14,0.0,0.0,0.0,7.0,4.0,0.0,169.419998169
15,0.0,0.0,0.0,7.0,4.0,0.0,169.61000061
16,0.0,0.0,0.0,7.0,4.0,0.0,170.209991455
17,0.0,0.0,0.0,7.0,4.0,0.0,168.410003662
18,0.0,0.0,0.0,7.0,4.0,0.0,169.36000061
19,0.0,0.0,0.0,7.0,4.0,0.0,169.799987793
20,0.0,0.0,0.0,7.0,4.0,0.0,169.799987793
21,0.0,0.0,0.0,7.0,4.0,0.0,169.799987793
22,0.0,0.0,0.0,7.0,4.0,0.0,169.709991455
23,0.0,0.0,0.0,7.0,4.0,0.0,168.709991455
24,0.0,0.0,0.0,6.0,4.0,0.0,169.329986572
25,0.0,0.0,0.0,7.0,4.0,0.0,169.459991455
26,0.0,0.0,0.0,7.0,4.0,0.0,168.569992065
27,0.0,0.0,0.0,7.0,4.0,0.0,169.190002441
28,0.0,0.0,0.0,7.0,4.0,0.0,169.690002441
29,0.0,0.0,0.0,7.0,4.0,0.0,168.289993286
30,0.0,0.0,0.0,7.0,4.0,0.0,169.169998169
31,0.0,0.0,0.0,7.0,4.0,0.0,169.169998169
32,0.0,0.0,0.0,7.0,4.0,0.0,169.929992676
33,0.0,0.0,0.0,7.0,4.0,0.0,169.36000061
34,0.0,0.0,0.0,6.0,4.0,0.0,169.0
35,0.0,0.0,0.0,7.0,4.0,0.0,169.210006714
36,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
37,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
38,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
39,0.0,0.0,0.0,6.0,4.0,0.0,169.149993896
40,0.0,0.0,0.0,7.0,4.0,0.0,169.150009155
41,0.0,0.0,0.0,7.0,4.0,0.0,170.200012207
42,0.0,0.0,0.0,7.0,4.0,0.0,169.0
43,0.0,0.0,0.0,6.0,4.0,0.0,169.130004883
44,0.0,0.0,0.0,7.0,4.0,0.0,168.820007324
45,0.0,0.0,0.0,7.0,4.0,0.0,169.149993896
46,0.0,0.0,0.0,7.0,4.0,0.0,169.029998779
47,0.0,0.0,0.0,6.0,4.0,0.0,169.570007324
48,0.0,0.0,0.0,7.0,4.0,0.0,169.869995117
49,0.0,0.0,0.0,6.0,4.0,0.0,169.800003052
50,0.0,0.0,0.0,7.0,4.0,0.0,173.450012207
51,0.0,0.0,0.0,7.0,4.0,0.0,169.650009155
52,0.0,0.0,0.0,6.0,4.0,0.0,170.86000061
53,0.0,0.0,0.0,6.0,4.0,0.0,171.769989014
54,0.0,0.0,0.0,6.0,4.0,0.0,169.270004272
55,0.0,0.0,0.0,6.0,4.0,0.0,169.270004272
56,0.0,0.0,0.0,6.0,4.0,0.0,169.270004272
57,0.0,0.0,0.0,7.0,4.0,0.0,170.009994507
58,0.0,0.0,0.0,7.0,4.0,0.0,171.690002441
59,0.0,0.0,0.0,7.0,4.0,0.0,171.570007324
60,0.0,0.0,0.0,6.0,4.0,0.0,170.019989014
61,0.0,0.0,0.0,7.0,4.0,0.0,172.330001831
62,0.0,0.0,0.0,7.0,4.0,0.0,171.570007324
63,0.0,0.0,0.0,6.0,4.0,0.0,170.720001221
64,0.0,0.0,0.0,6.0,4.0,0.0,170.399993896
65,0.0,0.0,0.0,6.0,4.0,0.0,172.070007324
66,0.0,0.0,0.0,7.0,4.0,0.0,170.349990845
67,0.0,0.0,0.0,7.0,4.0,0.0,169.759994507
68,0.0,0.0,0.0,6.0,4.0,0.0,171.169998169
69,0.0,0.0,0.0,7.0,4.0,0.0,170.369995117
70,0.0,0.0,0.0,7.0,4.0,0.0,171.720001221
71,0.0,0.0,0.0,7.0,4.0,0.0,169.899993896
72,0.0,0.0,0.0,7.0,4.0,0.0,170.300003052
73,0.0,0.0,0.0,7.0,4.0,0.0,170.300003052
74,0.0,0.0,0.0,7.0,4.0,0.0,170.300003052
75,0.0,0.0,0.0,6.0,4.0,0.0,169.520004272
76,0.0,0.0,0.0,7.0,4.0,0.0,169.799987793
77,0.0,0.0,0.0,7.0,4.0,0.0,169.130004883
78,0.0,0.0,0.0,7.0,4.0,0.0,169.679992676
79,0.0,0.0,0.0,7.0,4.0,0.0,169.179992676
80,0.0,0.0,0.0,7.0,4.0,0.0,169.190002441
81,0.0,0.0,0.0,7.0,4.0,0.0,171.179992676
82,0.0,0.0,0.0,7.0,4.0,0.0,169.259994507
83,0.0,0.0,0.0,7.0,4.0,0.0,170.079986572
84,0.0,0.0,0.0,7.0,4.0,0.0,169.399993896
85,0.0,0.0,0.0,6.0,4.0,0.0,169.5
86,0.0,0.0,0.0,7.0,4.0,0.0,168.600006104
87,0.0,0.0,0.0,7.0,4.0,0.0,169.359985352
88,0.0,0.0,0.0,6.0,4.0,0.0,169.929992676
89,0.0,0.0,0.0,6.0,4.0,0.0,168.730010986
90,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
91,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
92,0.0,0.0,0.0,7.0,4.0,0.0,169.380004883
