,dish washer,electric furnace,electric stove,washer dryer,main
0,0.0,105.0,5.0,1.0,179.120010376
1,0.0,105.0,5.0,1.0,179.979995728
2,0.0,106.0,5.0,0.0,180.070007324
3,0.0,105.0,5.0,0.0,180.070007324
4,0.0,105.0,5.0,1.0,180.080001831
5,0.0,105.0,5.0,0.0,182.909988403
6,0.0,107.0,5.0,0.0,180.660003662
7,0.0,105.0,5.0,0.0,181.819992065
8,0.0,105.0,5.0,0.0,178.520004272
9,0.0,110.0,5.0,0.0,181.489990234
10,0.0,107.0,5.0,0.0,179.720001221
11,0.0,107.0,5.0,0.0,182.309997559
12,0.0,104.0,5.0,0.0,178.720001221
13,0.0,104.0,5.0,0.0,177.86000061
14,0.0,104.0,5.0,0.0,177.979995728
15,0.0,104.0,5.0,1.0,178.229995728
16,0.0,107.0,5.0,1.0,178.959991455
17,0.0,107.0,5.0,1.0,178.959991455
18,0.0,107.0,5.0,1.0,178.959991455
19,0.0,104.0,5.0,0.0,177.300003052
20,0.0,104.0,5.0,0.0,177.880004883
21,0.0,105.0,5.0,0.0,178.309997559
22,0.0,105.0,5.0,0.0,178.440002441
23,0.0,104.0,5.0,1.0,178.450012207
24,0.0,108.0,5.0,1.0,181.919998169
25,0.0,109.0,5.0,0.0,179.309997559
26,0.0,111.0,5.0,1.0,182.570007324
27,0.0,108.0,5.0,0.0,182.009994507
28,0.0,106.0,5.0,0.0,180.789993286
29,0.0,108.0,5.0,0.0,182.029998779
30,0.0,109.0,5.0,0.0,181.709991455
31,0.0,107.0,5.0,0.0,180.449996948
32,0.0,108.0,5.0,1.0,180.720001221
33,0.0,107.0,5.0,1.0,182.559997559
34,0.0,107.0,5.0,1.0,182.559997559
35,0.0,107.0,5.0,1.0,182.559997559
36,0.0,108.0,5.0,1.0,182.870010376
37,0.0,107.0,5.0,0.0,182.350006104
38,0.0,107.0,5.0,1.0,181.410003662
39,0.0,107.0,5.0,1.0,181.549987793
40,0.0,107.0,5.0,0.0,180.900009155
41,0.0,104.0,5.0,0.0,177.580001831
42,0.0,109.0,5.0,1.0,178.940002441
43,0.0,104.0,5.0,1.0,178.619995117
44,0.0,106.0,5.0,0.0,178.209991455
45,0.0,105.0,5.0,0.0,178.350006104
46,0.0,105.0,5.0,0.0,178.069992065
47,0.0,106.0,5.0,0.0,178.089996338
48,0.0,104.0,5.0,1.0,178.050003052
49,0.0,104.0,5.0,0.0,177.619995117
50,0.0,104.0,5.0,0.0,177.549987793
51,0.0,556.0,5.0,0.0,737.609985352
52,0.0,556.0,5.0,0.0,737.609985352
53,0.0,556.0,5.0,0.0,737.609985352
54,0.0,538.0,5.0,0.0,736.030029297
55,0.0,557.0,5.0,0.0,733.08001709
56,0.0,557.0,5.0,0.0,734.409973145
57,0.0,527.0,5.0,0.0,734.459960938
58,0.0,552.0,5.0,0.0,735.520019531
59,0.0,571.0,5.0,0.0,736.900024414
60,0.0,548.0,5.0,0.0,738.779968262
61,0.0,543.0,5.0,0.0,741.570007324
62,0.0,565.0,5.0,0.0,740.75
63,0.0,552.0,5.0,0.0,742.769958496
64,0.0,577.0,5.0,0.0,744.33001709
65,0.0,554.0,5.0,0.0,744.030029297
66,0.0,574.0,5.0,0.0,744.090026855
67,0.0,566.0,5.0,0.0,746.880004883
68,0.0,588.0,5.0,0.0,747.16003418
69,0.0,547.0,5.0,0.0,749.979980469
70,0.0,547.0,5.0,0.0,749.979980469
71,0.0,586.0,5.0,0.0,745.380004883
72,0.0,567.0,5.0,0.0,750.690002441
73,0.0,561.0,5.0,0.0,749.949951172
74,0.0,598.0,5.0,0.0,754.0
75,0.0,571.0,5.0,0.0,750.549987793
76,0.0,583.0,5.0,0.0,753.590026855
77,0.0,569.0,5.0,0.0,753.850036621
78,0.0,584.0,5.0,0.0,754.489990234
79,0.0,596.0,5.0,0.0,756.49005127
80,0.0,576.0,5.0,0.0,758.66003418
81,0.0,575.0,5.0,0.0,755.529968262
82,0.0,595.0,5.0,0.0,758.929992676
83,0.0,565.0,5.0,0.0,759.989990234
84,0.0,599.0,5.0,0.0,762.430053711
85,0.0,599.0,5.0,0.0,763.549987793
86,0.0,599.0,5.0,0.0,763.549987793
87,0.0,600.0,5.0,0.0,764.900024414
88,0.0,602.0,6.0,0.0,766.320007324
89,0.0,608.0,5.0,0.0,766.679992676
90,0.0,614.0,6.0,0.0,767.780029297
91,0.0,581.0,5.0,0.0,768.260009766
92,0.0,621.0,5.0,0.0,768.679992676
93,0.0,607.0,5.0,0.0,770.639953613
94,0.0,588.0,5.0,0.0,770.959960938
95,0.0,575.0,5.0,0.0,772.779968262
96,0.0,608.0,5.0,0.0,771.5
97,0.0,587.0,5.0,0.0,772.200012207
98,0.0,597.0,5.0,0.0,773.970031738
99,0.0,610.0,6.0,0.0,773.880004883
100,0.0,622.0,5.0,0.0,775.610046387
101,0.0,607.0,5.0,0.0,775.530029297
102,0.0,592.0,5.0,0.0,778.760009766
103,0.0,592.0,5.0,0.0,778.760009766
104,0.0,592.0,5.0,0.0,778.760009766
105,0.0,599.0,5.0,0.0,779.08996582
106,0.0,635.0,5.0,0.0,780.429992676
107,0.0,597.0,5.0,0.0,781.130004883
108,0.0,622.0,5.0,0.0,782.049987793
109,0.0,609.0,5.0,0.0,781.570007324
110,0.0,622.0,5.0,0.0,782.719970703
111,0.0,608.0,5.0,0.0,783.909973145
112,0.0,619.0,5.0,0.0,783.920043945
113,0.0,624.0,5.0,0.0,786.25
114,0.0,637.0,5.0,0.0,786.08001709
115,0.0,596.0,6.0,0.0,788.510009766
116,0.0,628.0,5.0,0.0,787.91998291
117,0.0,630.0,5.0,0.0,789.020019531
118,0.0,597.0,6.0,0.0,788.33996582
119,0.0,637.0,5.0,0.0,790.16998291
120,0.0,613.0,5.0,0.0,791.309997559
