,dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main
0,0.0,0.0,0.0,6.0,4.0,0.0,373.809997559
1,0.0,0.0,0.0,6.0,4.0,0.0,372.880004883
2,0.0,0.0,0.0,6.0,4.0,0.0,372.33001709
3,0.0,0.0,0.0,6.0,4.0,0.0,372.33001709
4,0.0,0.0,0.0,6.0,4.0,0.0,372.33001709
5,0.0,0.0,0.0,6.0,4.0,0.0,370.520019531
6,0.0,0.0,0.0,6.0,4.0,0.0,371.869995117
7,0.0,0.0,0.0,6.0,4.0,0.0,368.429992676
8,0.0,0.0,0.0,6.0,4.0,0.0,371.470001221
9,0.0,0.0,0.0,6.0,4.0,0.0,369.320007324
10,0.0,0.0,0.0,6.0,4.0,0.0,370.859985352
11,0.0,0.0,0.0,6.0,4.0,0.0,369.570007324
12,0.0,0.0,0.0,6.0,4.0,0.0,368.75
13,0.0,0.0,0.0,6.0,4.0,0.0,369.869995117
14,0.0,0.0,0.0,6.0,4.0,0.0,369.869995117
15,0.0,0.0,0.0,6.0,4.0,0.0,369.869995117
16,0.0,7.0,6.0,6.0,1549.0,0.0,1186.7199707
17,0.0,7.0,6.0,7.0,1544.0,0.0,1920.41003418
18,0.0,7.0,6.0,6.0,1548.0,0.0,1907.98999023
19,0.0,7.0,6.0,7.0,1545.0,0.0,1920.88000488
20,0.0,7.0,6.0,7.0,1548.0,0.0,1925.82995605
21,0.0,7.0,6.0,6.0,1561.0,0.0,1929.07006836
22,0.0,7.0,6.0,6.0,1543.0,0.0,1909.19006348
23,0.0,7.0,6.0,6.0,1546.0,0.0,1924.69995117
24,0.0,0.0,0.0,6.0,4.0,0.0,373.390014648
25,0.0,0.0,0.0,6.0,37.0,0.0,399.869995117
26,0.0,0.0,0.0,6.0,37.0,0.0,399.209991455
27,0.0,0.0,0.0,6.0,4.0,0.0,368.299987793
28,0.0,0.0,0.0,6.0,4.0,0.0,369.190002441
29,0.0,0.0,0.0,6.0,4.0,0.0,368.179992676
30,0.0,0.0,0.0,6.0,4.0,0.0,382.839996338
31,0.0,0.0,0.0,6.0,4.0,0.0,382.839996338
