,dish washer,electric furnace,electric stove,washer dryer,main
0,0.0,30.0,5.0,1.0,216.449996948
1,1.0,32.0,5.0,1.0,217.529998779
2,0.0,29.0,5.0,1.0,219.700012207
3,0.0,31.0,5.0,1.0,221.580001831
4,0.0,33.0,5.0,1.0,219.949996948
5,0.0,32.0,5.0,1.0,216.730010986
6,0.0,32.0,5.0,1.0,221.819992065
7,0.0,32.0,5.0,1.0,220.429992676
8,0.0,33.0,5.0,1.0,229.75
9,0.0,32.0,5.0,1.0,222.570007324
10,0.0,32.0,5.0,1.0,221.710006714
11,0.0,30.0,5.0,1.0,220.929992676
12,0.0,31.0,5.0,1.0,220.769989014
13,0.0,32.0,5.0,1.0,222.480010986
14,1.0,30.0,5.0,1.0,221.869995117
15,0.0,32.0,5.0,1.0,221.539993286
16,0.0,30.0,5.0,1.0,221.050003052
17,0.0,30.0,5.0,1.0,220.129989624
18,0.0,30.0,5.0,1.0,220.129989624
19,0.0,30.0,5.0,1.0,220.129989624
20,0.0,34.0,5.0,1.0,219.829986572
21,0.0,30.0,5.0,1.0,223.799987793
22,0.0,34.0,5.0,1.0,225.940002441
23,0.0,31.0,5.0,1.0,221.489990234
24,0.0,30.0,5.0,1.0,223.410003662
25,0.0,31.0,5.0,1.0,220.88999939
26,0.0,34.0,5.0,0.0,226.470001221
27,0.0,37.0,5.0,1.0,223.669998169
28,0.0,32.0,5.0,0.0,226.819992065
29,0.0,33.0,5.0,1.0,227.770004272
30,0.0,30.0,5.0,1.0,223.740005493
31,0.0,31.0,5.0,1.0,220.009994507
32,0.0,34.0,5.0,1.0,221.929992676
33,0.0,31.0,5.0,1.0,221.270004272
34,0.0,32.0,5.0,1.0,221.760009766
35,0.0,30.0,5.0,1.0,220.88999939
36,0.0,30.0,5.0,1.0,220.88999939
37,0.0,30.0,5.0,1.0,220.88999939
38,0.0,30.0,5.0,1.0,220.339996338
39,0.0,30.0,5.0,1.0,221.440002441
40,0.0,30.0,5.0,1.0,223.089996338
41,0.0,34.0,5.0,1.0,221.330001831
42,0.0,30.0,5.0,0.0,221.720001221
43,0.0,30.0,5.0,1.0,219.069992065
44,0.0,31.0,5.0,0.0,221.979995728
45,0.0,30.0,5.0,1.0,223.370010376
46,1.0,30.0,5.0,1.0,221.019989014
47,0.0,32.0,5.0,1.0,220.980010986
48,0.0,30.0,5.0,1.0,220.059997559
49,0.0,31.0,5.0,1.0,221.369995117
50,0.0,30.0,5.0,0.0,222.119995117
51,0.0,33.0,5.0,1.0,226.309997559
52,0.0,30.0,5.0,1.0,221.269989014
53,0.0,32.0,5.0,1.0,219.649993896
54,0.0,32.0,5.0,1.0,219.649993896
